Codigo,Direccion,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
9006,"Domingo Santa María 1846, Independencia",-33.41566,-70.66525,n/a,2284,4526,33.95,77.67,venta,departamento
7831,"Dublé Almeyda 2980, Ñuñoa",-33.45616,-70.60003,n/a,3689,6647,42.05,84.23,venta,departamento
8528,"Calle Rinconada El Salto 291, Huechuraba",-33.38194,-70.6188,n/a,2697,7504,44.15,105.14,venta,departamento
7418,"Rojas Magallanes 2085, La Florida",-33.53568,-70.57023,n/a,3890,3900,69.98,70.02,venta,departamento
8387,"Arturo Prat 631, Santiago",-33.45298,-70.64861,n/a,2538,0,32.99,32.99,venta,departamento
7401,"Lazo 1456, San Miguel",-33.49804,-70.6619,n/a,2797,3570,55.9,71.7,venta,departamento
6535,"Av. Club Hípico 1604, Santiago",-33.46858,-70.66484,n/a,2845,3262,52.14,57.15,venta,departamento
8947,"Goycolea 824, La Cisterna",-33.54179,-70.65621,n/a,1583,3309,23.24,70.27,venta,departamento
7629,"Flor del Notro 163, Maipú",-33.47876,-70.75922,n/a,2940,3790,57.36,73.48,venta,departamento
6800,"Av. Vicuña Mackenna 662, Ñuñoa",-33.45038,-70.63113,n/a,2301,4470,27.63,66.58,venta,departamento
8165,"Walker Martínez 1100, La Florida",-33.52258,-70.58631,n/a,2125,4080,41.77,84.02,venta,departamento
8085,"Sexta Avenida 1340, San Miguel",-33.50814,-70.66151,n/a,2438,3376,36.21,65.78,venta,departamento
6952,"José Miguel Carrera 680, Santiago",-33.45584,-70.66252,n/a,2825,0,38.58,50.93,venta,departamento
8303,"Las Madreselvas 4519, Macul",-33.48518,-70.58612,n/a,2702,4080,56.87,95.93,venta,departamento
6003,"Carlos Valdovinos esquina Gran Avenida, San Miguel",-33.48002,-70.64799,n/a,3350,0,70.88,70.88,venta,departamento
8929,"Armando Moock 3777, Macul",-33.48973,-70.59803,n/a,3305,4544,54.84,84.04,venta,departamento
7702,"Holanda 3857, Ñuñoa",-33.45431,-70.59648,n/a,3301,4594,40.43,52.86,venta,departamento
7322,"Av. Presidente Balmaceda 2.610, Santiago",-33.42775,-70.67363,n/a,1480,3920,24.82,84.45,venta,departamento
8579,"Pedro de Valdivia 2793, esq Sucre, Ñuñoa",-33.44864,-70.60574,n/a,3190,12190,33.6,165.76,venta,departamento
7493,"Dieciocho 747, Santiago",-33.45572,-70.65634,n/a,2830,3446,40.66,60.6,venta,departamento
8733,"Vicuña Mackenna 1194, Ñuñoa",-33.45653,-70.6292,n/a,2490,4600,37.89,71.56,venta,departamento
8984,"Libertad 51, Santiago",-33.44645,-70.67331,n/a,2298,4370,26.53,67.16,venta,departamento
8274,"Portugal 520, Santiago",-33.44859,-70.63505,n/a,2696,4450,38.12,68.49,venta,departamento
6554,"Serrano 627, Santiago",-33.45271,-70.64776,n/a,2913,0,48.1,65.8,venta,departamento
8212,"San Ignacio de Loyola 691, Santiago",-33.45432,-70.65584,n/a,2410,3501,28.85,48.7,venta,departamento
7635,"Av. Vicuña Mackenna 4192, Macul",-33.49275,-70.61714,n/a,2374,0,33,66,venta,departamento
8369,"Manuel Montt 2406, Ñuñoa",-33.44979,-70.61302,n/a,3237,6882,39.05,81.77,venta,departamento
8475,"Av. Ecuador 4707, Estación Central",-33.45326,-70.6994,n/a,2059,2880,24.76,45.39,venta,departamento
8204,"Av. Rosas 1220, Santiago",-33.43553,-70.65467,n/a,2863,5120,35.04,63.71,venta,departamento
6876,"San Nicolás 1171, San Miguel",-33.49886,-70.65535,n/a,2841,3573,50.62,63.76,venta,departamento
6359,"Conde del Maule 4470, Estación Central",-33.45401,-70.69709,n/a,2589,2631,48.1,48.4,venta,departamento
7261,"General Las Heras 1650, Santiago",-33.45334,-70.658,n/a,2740,3251,38.23,55.4,venta,departamento
7243,"Av. Walker Martínez 3142, La Florida",-33.52222,-70.56457,n/a,3757,5289,74.02,121.09,venta,departamento
8453,"Av. Brasil 601, Santiago",-33.43743,-70.66429,n/a,2784,2847,36.88,37.81,venta,departamento
8826,"Séptima Avenida 1355, San Miguel",-33.5135,-70.66277,n/a,2310,3826,38.44,78.61,venta,departamento
7916,"García Hurtado de Mendoza 8227, La Florida",-33.52861,-70.58285,n/a,2950,3770,54.62,65.91,venta,departamento
7525,"Almirante Blanco Encalada 2521, Santiago",-33.45755,-70.66876,n/a,2275,3717,29.5,57.9,venta,departamento
7683,"Eleuterio Ramírez 723, Santiago",-33.44807,-70.64538,n/a,3056,5116,36.13,66.98,venta,departamento
8138,"Irarrázaval 5350, Ñuñoa",-33.45326,-70.57437,n/a,2604,5466,26.18,60.05,venta,departamento
9041,"El Blanco 58, La Florida",-33.52544,-70.60032,n/a,1952,3735,27.77,74.38,venta,departamento
8097,"Los Tres Antonios 156 esq. Dublé Almeyda, Ñuñoa",-33.45579,-70.60255,n/a,3670,7740,37,99.5,venta,departamento
8546,"Vicuña Mackenna 3030, Macul",-33.4786,-70.62194,n/a,2232,3402,28.29,58.32,venta,departamento
8747,"Séptima Avenida 1262, San Miguel",-33.50952,-70.66084,n/a,2347,3830,43.37,76.22,venta,departamento
8800,"Av. Canal La Luz 3810, Puente Alto",-33.57463,-70.5395,n/a,2729,3807,70.64,83.57,venta,departamento
8557,"Chile España 451, Ñuñoa",-33.45078,-70.59794,n/a,3540,88,33.3,87.64,venta,departamento
8023,"Carlos Silva Vildosola 1068, San Miguel",-33.47769,-70.64744,n/a,2416,3639,47.78,72.58,venta,departamento
8283,"Lord Cochrane 355, Santiago",-33.45096,-70.65462,n/a,2892,5644,34.76,67.78,venta,departamento
8363,"Franklin con Santa Elena, Santiago",-33.47117,-70.62676,n/a,2355,3790,34.6,65.75,venta,departamento
7332,"Seminario 776, Ñuñoa",-33.45175,-70.62724,n/a,3220,6590,33.6,93.94,venta,departamento
6558,"San Nicolás 1446, San Miguel",-33.49707,-70.66124,n/a,2134,3362,36,60,venta,departamento
8567,"Fray Camilo Henríquez 320, Santiago",-33.44611,-70.63486,n/a,2250,4167,30.3,66.91,venta,departamento
8825,"Juan Moya Morales 332, Ñuñoa",-33.45832,-70.5866,n/a,3593,7777,39.19,113.23,venta,departamento
8860,"Domingo Faustino Sarmiento 338, Ñuñoa",-33.45032,-70.61465,n/a,2942,5187,38.08,67.81,venta,departamento
6617,"Pedro Alarcón 844, San Miguel",-33.48735,-70.64521,n/a,3231,0,54.86,54.86,venta,departamento
8817,"Santa Isabel 330, Santiago",-33.4485,-70.63631,n/a,2787,3805,34,54.03,venta,departamento
6307,"General Mackenna 1520, Santiago",-33.43327,-70.65921,n/a,2599,3220,30.35,52.5,venta,departamento
6352,"Cuarta Avenida 1447, San Miguel",-33.50551,-70.66287,n/a,2774,3645,50.18,65.35,venta,departamento
8263,"San Diego 378, Santiago",-33.45017,-70.65052,n/a,2877,5170,35.35,66.07,venta,departamento
6325,"Camino El Roble 1550, Huechuraba",-33.34946,-70.67561,n/a,3778,4538,66.81,86.65,venta,departamento
7526,"Armando Moock 3945, Macul",-33.49017,-70.59814,n/a,3000,0,60.02,60.02,venta,departamento
6675,"Monumento 2158, Maipú",-33.50769,-70.75911,n/a,3367,3823,60.83,65.18,venta,departamento
8566,"Abate Molina s/n, Santiago",-33.45765,-70.67222,n/a,1633,3421,22.32,70.98,venta,departamento
6197,"Vicuña Mackenna Poniente 6.700, La Florida",-33.5167,-70.60535,n/a,2147,4131,42.44,95.4,venta,departamento
8163,"Purísima 050, Estación Central",-33.45526,-70.69942,n/a,1870,3247,22.76,68.34,venta,departamento
7219,"Carmen 120, Santiago",-33.44488,-70.6428,n/a,2274,4031,27.16,61.62,venta,departamento
8233,"Ventura Blanco 1377, San Miguel",-33.49498,-70.65921,n/a,3326,3336,40.41,41.55,venta,departamento
8570,"Av. Colombia 7738, La Florida",-33.52394,-70.5892,n/a,1990,4527,39.61,71.61,venta,departamento
7081,"Sazié 2048, Santiago",-33.45025,-70.664,n/a,2890,0,48.84,57.11,venta,departamento
8585,"Zañartu 980, Ñuñoa",-33.47336,-70.62328,n/a,2585,3775,37.15,65.06,venta,departamento
7364,"Departamental 1475, La Florida",-33.50968,-70.59553,n/a,2100,3690,37.21,67.65,venta,departamento
8174,"General Freire 80, La Cisterna",-33.52076,-70.65861,n/a,2306,3493,43.57,73.2,venta,departamento
7845,"Vicuña Mackenna 3897, San Joaquín",-33.48928,-70.61829,n/a,2947,5347,40.05,79.87,venta,departamento
8630,"Las Dalias 1870, Ñuñoa",-33.47207,-70.60226,n/a,3570,4985,57,82,venta,departamento
8479,"Los Olmos 3031, Macul",-33.47942,-70.60106,n/a,3279,5002,51.72,83.95,venta,departamento
7715,"Av. Ossa 0180, La Cisterna",-33.53858,-70.66553,n/a,2249,3820,35.7,64.2,venta,departamento
6858,"San Gumercindo 77, Estación Central",-33.4514,-70.69511,n/a,1959,2645,33.43,56.5,venta,departamento
8562,"Los Clarines 3120, Macul",-33.48403,-70.60052,n/a,2590,5090,37.01,90.99,venta,departamento
8004,"García Valenzuela 44, Ñuñoa",-33.45129,-70.63068,n/a,2450,0,27,62,venta,departamento
8678,"Goycolea 100, La Cisterna",-33.54017,-70.66391,n/a,1840,0,34.94,46.17,venta,departamento
7357,"Av. Irarrázaval 2220, Ñuñoa",-33.45378,-70.60784,n/a,3777,7032,40.79,85.29,venta,departamento
8390,"Ventura Blanco Viel 1400, San Miguel",-33.49491,-70.65967,n/a,2313,4631,35.39,78.28,venta,departamento
4708,"Camino del Paisaje 6546, La Florida",-33.5112,-70.52879,n/a,2690,6920,53.08,129.69,venta,departamento
8608,"Walker Martínez 1155, La Florida",-33.52274,-70.58573,n/a,3104,6876,42.68,98.09,venta,departamento
7666,"Apóstol Santiago 18, Estación Central",-33.45135,-70.69289,n/a,2115,0,34.75,50.79,venta,departamento
7050,"Conde del Maule 4571, Estación Central",-33.45443,-70.69873,n/a,2585,3202,51.25,66.42,venta,departamento
8021,"Santa Cristina 3138, Macul",-33.48742,-70.60106,n/a,2600,4532,38.98,79.18,venta,departamento
8286,"Bretaña 1993, Ñuñoa",-33.44708,-70.61234,n/a,3745,9000,40.13,104.33,venta,departamento
6450,"Av. Ecuador 4678, Estación Central",-33.45382,-70.69992,n/a,2506,3633,48.89,73.08,venta,departamento
9066,"Castillo Urizar 1850, Ñuñoa",-33.47191,-70.60998,n/a,2575,5000,32.89,80.5,venta,departamento
8036,"Av. Recoleta 1760, Recoleta",-33.4115,-70.64386,n/a,2800,0,53.79,56.33,venta,departamento
5319,"Av. Vicuña Mackenna 2289, San Joaquín",-33.47123,-70.62405,n/a,2224,3990,35.8,74.44,venta,departamento
7124,"Avenida Macul 2323, Macul",-33.47611,-70.59907,n/a,3115,3869,48.78,68.84,venta,departamento
8247,"Vicuña Mackenna 5862, La Florida",-33.50962,-70.61224,n/a,1690,3290,21.03,59.12,venta,departamento
8832,"Mirador Azul 133, La Florida",-33.51275,-70.60662,n/a,2509,3646,37.63,60.67,venta,departamento
8697,"Alcalde Pedro Alarcon, San Miguel",-33.48733,-70.64423,n/a,2231,4218,32.07,71.16,venta,departamento
7001,"Cuarta Avenida 1336, San Miguel",-33.50613,-70.66081,n/a,2128,2956,33.39,58.76,venta,departamento
8490,"Argomedo 344, Santiago",-33.44979,-70.63597,n/a,2151,4401,29.42,66.45,venta,departamento
8978,"Vicuña Mackenna 7149 / 7189, La Florida",-33.52026,-70.60223,n/a,2305,3890,36.26,58.24,venta,departamento
8291,"Vicuña Mackenna 3756, Macul",-33.48688,-70.61776,n/a,3060,0,37.41,67,venta,departamento
7841,"Avenida Macul 2301, Macul",-33.47582,-70.59906,n/a,2750,0,51.02,100.71,venta,departamento
9026,"San Diego 2044, Santiago",-33.47268,-70.64815,n/a,2415,0,37.09,67.27,venta,departamento
8199,"Calle Tres 1302, La Reina",-33.46192,-70.54324,n/a,3570,5814,52.05,141.17,venta,departamento
8249,"Julio Prado 1810, Ñuñoa",-33.44934,-70.62031,n/a,3440,8020,36.52,111.79,venta,departamento
6692,"Avenida Perú Plaza 1471, Recoleta",-33.41541,-70.63848,n/a,2482,4297,36.8,81.88,venta,departamento
8157,"Francisco Javier Krugger 4055, Buin",-33.7638,-70.73623,n/a,2740,3310,60.49,82.97,venta,departamento
7654,"Matucana 1101, Santiago",-33.43297,-70.68059,n/a,1924,2949,27.6,62.4,venta,departamento
6256,"Av. Perú 733, Recoleta",-33.42475,-70.63986,n/a,2864,6168,37.04,98.88,venta,departamento
5970,"El Descanso 1400, Maipú",-33.46977,-70.75781,n/a,3190,3505,68.03,76.83,venta,departamento
6544,"Trinidad Ramirez 0180, La Cisterna",-33.5428,-70.66905,n/a,2695,3063,39.33,62.48,venta,departamento
5900,"Av. Camino Agrícola 1710, Macul",-33.49126,-70.61488,n/a,3390,4290,53.07,75.68,venta,departamento
8802,"Santa Victoria 9448, La Florida",-33.53809,-70.55476,n/a,2288,4772,34.99,95.21,venta,departamento
6564,"Carrión 1346, Independencia",-33.41936,-70.65788,n/a,3445,0,63.51,63.51,venta,departamento
4878,"Av. Escuela Agrícola 1710, Macul",-33.49101,-70.61559,n/a,2990,0,47.27,47.27,venta,departamento
7068,"Avenida Ossa 375, La Cisterna",-33.53971,-70.66044,n/a,2391,2692,50.92,53.14,venta,departamento
8633,"Santos Dumont 750, Recoleta",-33.42177,-70.64762,n/a,2840,4490,56.87,76.08,venta,departamento
5348,"Blanco Encalada 2501, Santiago",-33.45798,-70.67039,n/a,3427,3459,69.3,69.3,venta,departamento
7694,"Vicuña Mackenna 9060, La Florida",-33.52845,-70.59688,n/a,3377,4583,60.7,82.3,venta,departamento
8835,"Tocornal 636, Santiago",-33.45121,-70.63968,n/a,2490,4905,36.99,100.57,venta,departamento
8794,"Francisco de Villagra 161, Ñuñoa",-33.4553,-70.57491,n/a,3380,4940,39.47,58.69,venta,departamento
7791,"Av. Fernández Albano 775, La Cisterna",-33.5253,-70.65184,n/a,2908,3660,52.29,76.81,venta,departamento
7771,"Martínez de Rozas 2330, Santiago",-33.43393,-70.66958,n/a,2888,2908,50.31,50.31,venta,departamento
6989,"Avenida Vicuña Mackenna 12017, La Florida",-33.54648,-70.58817,n/a,2513,2931,57.6,67.92,venta,departamento
8103,"Avenida Punta Arenas 6600, La Florida",-33.51845,-70.61064,n/a,2349,2955,56.95,67.27,venta,departamento
8649,"Eleuterio Ramirez 1427, Santiago",-33.45033,-70.65525,n/a,2960,5120,38.03,63.71,venta,departamento
6995,"Av. Consistorial 6130, Peñalolén",-33.51177,-70.55411,n/a,3738,0,69.48,105.32,venta,departamento
7304,"Eyzaguirre 771, Santiago",-33.45194,-70.64597,n/a,3045,4035,50.01,64.71,venta,departamento
7648,"Bartolo Soto 4033, San Miguel",-33.49068,-70.65384,n/a,2760,7760,37.53,132.29,venta,departamento
8887,"Av. Fernández Albano 565, La Cisterna",-33.52471,-70.65414,n/a,2140,4220,42,91,venta,departamento
7805,"Colombia 8863, La Florida",-33.53468,-70.58549,n/a,2546,4067,44.3,75.2,venta,departamento
8589,"Carrión 1507, Independencia",-33.41924,-70.65974,n/a,2320,3330,36.32,61.2,venta,departamento
7889,"Abtao 24, Estación Central",-33.45302,-70.70032,n/a,1785,2764,22.77,45.5,venta,departamento
8448,"Poeta Vicente Huidobro 3555, Macul",-33.48625,-70.59796,n/a,2335,0,36.98,78.65,venta,departamento
8775,"Av. Departamental 797, La Florida",-33.5093,-70.6033,n/a,2748,4531,36.4,81.97,venta,departamento
4949,"Domínica 404, Recoleta",-33.42607,-70.64316,n/a,3572,4450,62.11,80.2,venta,departamento
7199,"San Nicolás 1278, San Miguel",-33.49814,-70.65777,n/a,2420,0,37.59,82.74,venta,departamento
6927,"Argomedo 350, Santiago",-33.44984,-70.63657,n/a,1875,4205,24.52,65.06,venta,departamento
8160,"Carmen Mena 1050, San Miguel",-33.50638,-70.65492,n/a,2627,0,38.52,38.52,venta,departamento
7437,"Catedral 3151, Santiago",-33.44015,-70.67829,n/a,2461,3168,39.3,53.7,venta,departamento
6986,"Blanco Viel 1337, San Miguel",-33.49521,-70.658,n/a,3072,3975,49.19,70.76,venta,departamento
8099,"Macul 3401, Macul",-33.48583,-70.59966,n/a,2812,6227,37.53,90.69,venta,departamento
8529,"San Jerónimo 5020, San Miguel",-33.49917,-70.65641,n/a,2437,0,39.24,79.6,venta,departamento
8266,"Fray Camilo Henríquez 660, Santiago",-33.45053,-70.63362,n/a,2370,4520,29.56,75.14,venta,departamento
8213,"Calle Andalucía 1340, Quilicura",-33.38033,-70.7318,n/a,2478,3006,59.04,68.69,venta,departamento
8963,"Américo Vespucio 231, La Cisterna",-33.53606,-70.66773,n/a,2779,3000,57.9,64.35,venta,departamento
8843,"Santo Domingo 1944, Santiago",-33.43765,-70.66403,n/a,1686,3696,23.91,50.94,venta,departamento
6525,"Marchant Pereira 3361, Ñuñoa",-33.45348,-70.6073,n/a,3610,6800,42.37,69.99,venta,departamento
