Codigo,Direccion,Comuna,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda,Tipo Proyecto
5037918,"LAS URBINAS / COSTANERA / METRO LOS LEONES, Providencia",Providencia,0,0,2D/1B,23,0,70,70, Arriendo, Departamento amoblado,Propiedad usada
3735186,"ESTACION MAPOCHO / METRO CAL Y CANTO, Santiago",Santiago,0,0,2D/2B,21,0,69,73, Arriendo, Departamento,Propiedad usada
4872471,"BEZANILLA / INDEPENDENCIA, Independencia",Independencia,0,0,2D/2B,14,0,63,63, Arriendo, Departamento,Propiedad usada
4977906,"Avenida Los Leones 1615 - Departamento 703, Providencia",Providencia,0,0,1D/1B,16,0,40,9, Arriendo, Departamento,Propiedad usada
4577899,"GARCIA REYES ALAMEDA, Santiago",Santiago,0,0,1D/1B,2890,0,40,45, Venta, Departamento amoblado,Propiedad usada
4982791,"Lira 526, Santiago, Santiago",Santiago,0,0,2D/2B,15,0,49,54, Arriendo, Departamento,Propiedad usada
4951029,"Vecinal / Napoleón, Las Condes",Las Condes,0,0,3D/2B,34,0,120,140, Arriendo, Departamento,Propiedad usada
5040797,"Santa Inés 3401, La Florida",La Florida,0,0,4D/2B,21,0,75,252, Arriendo, Casa,Propiedad usada
5030650,"Santa Isabel, Santiago",Santiago,0,0,2D/2B,14,0,50,52, Arriendo, Departamento,Propiedad usada
4947018,"HERMOSA PROPIEDAD EN VENTA / EN ESTANCIA LIRAY, Colina",Colina,0,0,3D/3B,3148,0,81,149, Venta, Casa,Propiedad usada
4982855,"José pedro Alessandri 61, Ñuñoa - Departamento 1210, Ñuñoa",Ñuñoa,0,0,1D/1B,13,0,40,45, Arriendo, Departamento,Propiedad usada
4291237,"OPORTUNIDAD IMPERDIBLE!!!! Se arrienda hermoso departamento totalmente amoblado y equipado, recién remodelado, con disponibilidad inmediata, ubicado en el sector de calle Cóndor con San Diego, en pleno centro de Santiago, Santiago",Santiago,0,0,2D/1B,16,0,54,54, Arriendo, Departamento,Propiedad usada
5033711,"General Gorostiaga, Ñuñoa",Ñuñoa,0,0,3D/3B,23,0,100,100, Arriendo, Departamento,Propiedad usada
4975903,"APOQUINDO / LA GLORIA, Las Condes",Las Condes,0,0,2D/2B,21,0,65,65, Arriendo, Departamento,Propiedad usada
5021500,"Espectacular Casa, La Florida",La Florida,0,0,4D/3B,30,0,220,220, Arriendo, Casa,Propiedad usada
3745563,"CARMEN / SANTA ISABEL, Santiago",Santiago,0,0,2D/1B,2826,0,57,59, Venta, Departamento,Propiedad usada
5031822,"Metro Ines de Suarez, Providencia",Providencia,0,0,2D/1B,16,0,52,52, Arriendo, Departamento,Propiedad usada
5033371,"Metro Los Dominicos, Las Condes",Las Condes,0,0,3D/3B,28,0,97,110, Arriendo, Departamento,Propiedad usada
4979850,"San Ignacio, Padre Hurtado - Casa 192, Padre Hurtado",Padre Hurtado,0,0,3D/3B,3005,0,83,167, Venta, Casa,Propiedad usada
4992811,"EXEQUIEL FERNANDEZ / LAS ENCINAS, Ñuñoa",Ñuñoa,0,0,2D/2B,17,0,60,63, Arriendo, Departamento,Propiedad usada
5041140,"METRO MATTA 2D, Santiago",Santiago,0,0,2D/1B,2650,0,46,49, Venta, Departamento,Propiedad usada
4979215,"HERMOSA CASA DE 2 PISOS, DISPONIBLE¡¡¡¡ SECTOR TRANQUILO, FRENTE A PLAZA, Huechuraba",Huechuraba,0,0,3D/3B,24,0,110,220, Arriendo, Casa,Propiedad usada
5031194,"Metro Bilbao, Providencia",Providencia,0,0,2D/1B,19,0,62,62, Arriendo, Departamento,Propiedad usada
5039247,"Metro Ñuble, Ñuñoa",Ñuñoa,0,0,2D/2B,3890,0,55,60, Venta, Departamento,Propiedad usada
5009164,"Excelente Oportunidad! Lindo Dpto FULL AMOBLADO 1 Dorm, 1Ba, Terraza Grande, a pasos de Metro Tobalaba, Costanera Center, etc!, Las Condes",Las Condes,0,0,1D/1B,16,0,45,50, Arriendo, Departamento,Propiedad usada
4973955,"Diagonal Tte Cruz, Pudahuel - Departamento 557, Pudahuel",Pudahuel,0,0,3D/1B,13,0,50,56, Arriendo, Departamento,Propiedad usada
4975264,"Banco Itaú-Departamento con Gran Bodega, Ñuñoa",Ñuñoa,0,0,3D/2B,21,0,88,100, Arriendo, Departamento,Propiedad usada
5018805,"ARRENDADO, Las Condes",Las Condes,0,0,2D/1B,16,0,70,82, Arriendo, Departamento,Propiedad usada
5028358,"Paul Harris / Colón, Las Condes",Las Condes,0,0,3D/2B,17,0,61,65, Arriendo, Departamento,Propiedad usada
5040805,"Avenida Presidente Kennedy 5933, Las Condes",Las Condes,0,0,1D/1B,21,0,50,55, Arriendo, Departamento amoblado,Propiedad usada
4968928,"CATEDRAL / SAN MARTIN, Santiago",Santiago,0,0,1D/1B,2500,0,54,55, Venta, Departamento,Propiedad usada
5004659,"Doctor Roberto del Rio entre Pocuro y Francisco Bilbao, Providencia",Providencia,0,0,2D/2B,20,0,85,85, Arriendo, Departamento amoblado,Propiedad usada
4960539,"Martin de Zamora/Sebastian Elcano., Las Condes",Las Condes,0,0,4D/3B,26,0,140,140, Arriendo, Departamento,Propiedad usada
4913112,"Avenida Santa Rosa 991, Santiago",Santiago,0,0,2D/1B,13,0,43,43, Arriendo, Departamento,Propiedad usada
4983046,"Gran Avenida Jose Miguel Carrera, San Miguel - Departamento 4310, San Miguel",San Miguel,0,0,2D/2B,2990,0,65,68, Venta, Departamento,Propiedad usada
5038418,"Sector Enrique Richard - Jorge Whashington, Ñuñoa",Ñuñoa,0,0,2D/1B,16,0,57,61, Arriendo, Departamento,Propiedad usada
5015764,"Lyon con Costanera, Providencia",Providencia,0,0,1D/1B,17,0,37,39, Arriendo, Departamento amoblado,Propiedad usada
5013240,"Alcalde Fernando Castillo Velasco 6793, La Reina",La Reina,0,0,3D/2B,18,0,72,75, Arriendo, Departamento,Propiedad usada
4983519,"CONCEPTO MODERNO, Peñalolén",Peñalolén,0,0,4D/3B,30,0,115,135, Arriendo, Departamento,Propiedad usada
4974765,"Walung, La Florida, La Florida",La Florida,0,0,4D/3B,26,0,140,230, Arriendo, Casa,Propiedad usada
5014591,"Santa virginia, La Florida",La Florida,0,0,3D/2B,3215,0,68,151, Venta, Casa,Propiedad usada
4604561,"AYRES DE CHICUREO, EXCELENTE ESTADO, Colina",Colina,0,0,4D/2B,21,0,112,334, Arriendo, Casa,Propiedad usada
4948650,"El potrerillo 137, Colina",Colina,0,0,3D/3B,3990,0,110,225, Venta, Casa,Propiedad usada
4952577,"Luminoso Departamento Sector Plaza Ñuñoa, Ñuñoa",Ñuñoa,0,0,2D/1B,16,0,60,63, Arriendo, Departamento,Propiedad usada
4997767,"Tocornal / Santa Isabel / Carmen, Santiago",Santiago,0,0,1D/1B,13,0,35,40, Arriendo, Departamento,Propiedad usada
5017936,"calle Ciencias, comuna de La Cisterna - Casa 6371, La Cisterna",La Cisterna,0,0,4D/2B,19,0,117,127, Arriendo, Casa,Propiedad usada
2208451,"Alberto Krumm 682, Buin",Buin,0,0,5D/2B,3500,0,92,174, Venta, Casa,Propiedad usada
5033124,"Colegio Aleman, Las Condes",Las Condes,0,0,2D/2B,36,0,80,90, Arriendo, Departamento amoblado,Propiedad usada
5032107,"Vicuña Mackenna con Carlos Valdovinos., Santiago",Santiago,0,0,2D/2B,14,0,48,48, Arriendo, Departamento,Propiedad usada
5015679,"Lago Pirihueico 6502 - Departamento 603, La Florida",La Florida,0,0,2D/2B,14,0,65,65, Arriendo, Departamento,Propiedad usada
4981396,"Plaza Perú / San Sebastián, Las Condes",Las Condes,0,0,4D/3B,31,0,140,164, Arriendo, Departamento,Propiedad usada
4999692,"Monjitas 744, Santiago - Departamento 921, Santiago",Santiago,0,0,2D/1B,15,0,40,40, Arriendo, Departamento amoblado,Propiedad usada
5029993,"EL BOSQUE NORTE/APOQUINDO, Las Condes",Las Condes,0,0,1D/1B,2850,0,24,0, Venta, Departamento,Propiedad usada
5030199,"PARQUE ARAUCO / MARRIOT, Las Condes",Las Condes,0,0,1D/1B,17,0,38,46, Arriendo, Departamento,Propiedad usada
4997569,"NUEVO Diego de Almagro, Ñuñoa",Ñuñoa,0,0,3D/2B,26,0,91,96, Arriendo, Departamento,Propiedad usada
4993035,"Arturo Prat 602 - Departamento 1505B, Santiago",Santiago,0,0,2D/1B,3200,0,45,50, Venta, Departamento,Propiedad usada
5017044,"Diego de Almagro - San Juan de La Luz -, Ñuñoa",Ñuñoa,0,0,2D/2B,16,0,0,0, Arriendo, Departamento,Propiedad usada
5042257,"Departamento en Las Encinas, Ñuñoa",Ñuñoa,0,0,2D/1B,2786,0,48,50, Venta, Departamento,Propiedad usada
4942394,"NUEVO ARRIENDO / AV. LA DEHESA / AV. EL TRANQUE / PORTAL LA DEHESA, Lo Barnechea",Lo Barnechea,0,0,2D/2B,28,0,76,81, Arriendo, Departamento,Propiedad usada
5031997,"Diego Portales con Sánchez Fontecilla, Puente Alto",Puente Alto,0,0,5D/2B,3752,0,73,173, Venta, Casa,Propiedad usada
4979840,"Miguel Claro - Miguel Claro, Providencia, Providencia",Providencia,0,0,1D/1B,15,0,45,65, Arriendo, Departamento,Propiedad usada
4982878,"Avenida Carlos Valdovinos 1055 - Departamento 48B, San Miguel",San Miguel,0,0,3D/2B,16,0,66,71, Arriendo, Departamento,Propiedad usada
4977633,"Comodo departamento, muy bien tenido y ubicado, a pasos de Apoquindo, centros comerciales y metro., Las Condes",Las Condes,0,0,1D/1B,16,0,50,50, Arriendo, Departamento,Propiedad usada
4733494,"VENTA CASA | La Florida | 5D + 2B | UF 3236| ESTACIONAMIENTO, La Florida",La Florida,0,0,5D/2B,3153,0,140,300, Venta, Casa,Propiedad usada
4919159,"Avenida Manuel Antonio Matta 524, Santiago",Santiago,0,0,1D/1B,3326,0,40,40, Venta, Departamento,Propiedad usada
5029308,"Carabineros de Chile 22, Santiago",Santiago,0,0,2D/2B,16,0,72,72, Arriendo, Departamento,Propiedad usada
4983088,"Augusto Villanueva, Ñuñoa",Ñuñoa,0,0,2D/2B,20,0,74.68,74.68, Arriendo, Departamento,Propiedad usada
4955630,"Av. Vicuña Mackenna Oriente / Paso del Roble, La Florida",La Florida,0,0,2D/2B,16,0,65,70, Arriendo, Departamento,Propiedad usada
4911789,"Octava avenida / Metro Ciudad del Niño, San Miguel",San Miguel,0,0,2D/1B,13,0,45,51, Arriendo, Departamento,Propiedad usada
4986803,"Gioto 3215, Puente Alto",Puente Alto,0,0,7D/2B,15,0,113,100, Arriendo, Casa,Propiedad usada
5023522,"Rojas Magallanes /Ecuador, La Florida",La Florida,0,0,3D/2B,3200,0,70,73, Venta, Departamento,Propiedad usada
4975875,"METRO MANQUEHUE, Las Condes",Las Condes,0,0,2D/2B,26,0,80,90, Arriendo, Departamento amoblado,Propiedad usada
4931999,"Arturo Prat / Cóndor, Santiago",Santiago,0,0,2D/1B,14,0,44,48, Arriendo, Departamento,Propiedad usada
4960554,"Lyon, Providencia",Providencia,0,0,3D/2B,18,0,78,90, Arriendo, Departamento,Propiedad usada
4793898,"Av. Quilin Sur - Camino La Loma, LAS PIRCAS, Peñalolén",Peñalolén,0,0,4D/3B,42,0,200,500, Arriendo, Casa,Propiedad usada
5030215,"JOSE MANUEL INFANTE / SANTA ISABEL, Providencia",Providencia,0,0,2D/2B,21,0,80,80, Arriendo, Departamento amoblado,Propiedad usada
5034784,"METRO CIUDAD DEL NIÑO / CUARTA AVENIDA, San Miguel",San Miguel,0,0,2D/1B,13,0,44,48, Arriendo, Departamento,Propiedad usada
4974226,"Villa Frei, Ñuñoa, Ñuñoa",Ñuñoa,0,0,3D/2B,18,0,90,100, Arriendo, Departamento,Propiedad usada
4877026,"Santa Isabel / Santa Rosa, Santiago",Santiago,0,0,1D/1B,2600,0,38,41, Venta, Departamento,Propiedad usada
4974894,"Alcalde Pedro Alarcón, San Miguel, San Miguel",San Miguel,0,0,2D/2B,14,0,52,56.81, Arriendo, Departamento amoblado,Propiedad usada
4978978,"Puente El Manzano, San José de Maipo",San José de Maipo,0,0,2D/1B,13,0,50,100, Arriendo, Casa,Propiedad usada
5022602,"CIUDAD DEL ESTE / Casa en condominio, Puente Alto",Puente Alto,0,0,3D/3B,3753,0,85,220, Venta, Casa,Propiedad usada
4990421,"Quito / Diagonal Paraguay, Santiago",Santiago,0,0,1D/1B,13,0,40,40, Arriendo, Departamento,Propiedad usada
4986736,"Santa Elena de Chicureo - Linda Mediterranea, Colina",Colina,0,0,5D/4B,29,0,140,470, Arriendo, Casa,Propiedad usada
5016103,"Manuel Montt / Teniente Montt, Ñuñoa",Ñuñoa,0,0,1D/1B,13,0,35,47, Arriendo, Departamento,Propiedad usada
4984124,"Avenida Echeñique 7329, La Reina",La Reina,0,0,3D/2B,21,0,85,140, Arriendo, Casa,Propiedad usada
5016516,"ALSACIA / EL GOLF -METRO ALCANTARA-, Las Condes",Las Condes,0,0,1D/1B,24,0,55,58, Arriendo, Departamento amoblado,Propiedad usada
4952700,"cuarta avenida 1447, San Miguel",San Miguel,0,0,2D/1B,14,0,50,50, Arriendo, Departamento,Propiedad usada
4888925,"Dehesa Central, Lo Barnechea",Lo Barnechea,0,0,3D/2B,30,0,112,122, Arriendo, Departamento,Propiedad usada
3713485,"TIL TIL - Calue, Til Til",Til Til,-33.0025,-70.9977,2D/2B,2860,0,80,5.2, Venta, Casa,Propiedad usada
4977782,"Chacabuco, Colina",Colina,-33.0346,-70.7104,5D/3B,30,0,250,5, Arriendo, Casa,Propiedad usada
4882331,"condominio La Bendimia/jardin oriente, Til Til",Til Til,-33.06275,-70.8762,3D/3B,16,0,190,240, Arriendo, Casa,Propiedad usada
4902999,"Condominio Alto el Manzano, Til Til",Til Til,-33.08389,-70.92798,3D/3B,3985,0,100,200, Venta, Casa,Propiedad usada
4948134,"El Boldo Sur 250, Til Til",Til Til,-33.08811,-70.92262,3D/2B,2815,0,77,220, Venta, Casa,Propiedad usada
4894559,"Condominio Alto El Manzano, kilómetro 35, Til Til",Til Til,-33.0899,-70.9235,3D/3B,4000,0,124,133, Venta, Casa,Propiedad usada
4990934,"Hacienda de Chacabuco, Colina",Colina,-33.1157,-70.6825,4D/2B,32,0,180,5, Arriendo, Casa,Propiedad usada
4867380,"CHAMISERO, TERRALTA EXCELENTE CASA 174/5, Colina",Colina,-33.13489,-70.61601,3D/4B,39,0,174,550, Arriendo, Casa,Propiedad usada
4859752,"LO PINTO, ESTUPENDA CASA 280 M2, 4 PIEZA, Colina",Colina,-33.13489,-70.61601,4D/5B,42,0,280,5.1, Arriendo, Casa,Propiedad usada
3926229,"PIEDRA ROJA, AMPLIA CASA 250/650 M2, 3 D, Colina",Colina,-33.13489,-70.61601,4B,41,0,250,650, Arriendo, Casa,Propiedad usada
4986283,"LO PINTO, Colina",Colina,-33.13489,-70.61601,5D/3B,26,0,225,3, Arriendo, Casa,Propiedad usada
3399383,"LA SIERRA, CASA 115/285 M2 QUINCHO, PISC, Colina",Colina,-33.13489,-70.61601,3D/3B,26,0,115,285, Arriendo, Casa,Propiedad usada
5034556,"SAN JOSË, PARC 110/1800 M2 CERCA SN NICO, Colina",Colina,-33.13489,-70.61601,3D/2B,28,0,110,1.8, Arriendo, Casa,Propiedad usada
4926626,"OPORTUNIDAD VALLE NORTE 4 DORM MÁS SERV,, Colina",Colina,-33.13489,-70.61601,4D/4B,31,0,180,400, Arriendo, Casa,Propiedad usada
3983075,"MODERNO LOFT 1 DORMITORIO 80M2/1200M2 (Ä, Colina",Colina,-33.13489,-70.61601,1D/1B,19,0,80,1.2, Arriendo, Casa,Propiedad usada
4543952,"CASA - TERRENO, Til Til",Til Til,-33.13856,-70.79651,5D/2B,3600,0,225,840, Venta, Casa,Propiedad usada
4887382,"Huertos Familiares, Til Til, KM 37 Ruta 5 norte, 2 Oriente, Til Til",Til Til,-33.14001,-70.80004,3D/1B,3408,0,75,1.7, Venta, Casa,Propiedad usada
4346922,"El Espino 415, Til Til",Til Til,-33.15464,-70.76336,3D/3B,3100,0,115,345, Venta, Casa,Propiedad usada
4870953,"Alto Gourmet 071, Til Til",Til Til,-33.15768,-70.78659,3D/3B,3850,0,104,305, Venta, Casa,Propiedad usada
4934264,"Alto el Manzano, Condominio Jardín Oriente, Til Til",Til Til,-33.1577,-70.78637,3D/3B,3900,0,103,300, Venta, Casa,Propiedad usada
4954763,"Jardin oriente 071, Til Til",Til Til,-33.15774,-70.78678,3D/3B,4000,0,100,200, Venta, Casa,Propiedad usada
5040694,"jardin oriente 071, Til Til",Til Til,-33.15774,-70.78678,3D/3B,3751,0,100,200, Venta, Casa,Propiedad usada
4877845,"Alto el Manzano, Jardin Oriente, Til Til",Til Til,-33.15774,-70.78628,3D/3B,17,0,103,290, Arriendo, Casa,Propiedad usada
5020113,"Til Til - Alto El Manzano, Til Til",Til Til,-33.16257,-70.78934,3D/2B,3033,0,124,284, Venta, Casa,Propiedad usada
4750474,"Los Cerros 463, Til Til",Til Til,-33.16268,-70.78925,3D/2B,3550,0,80,299, Venta, Casa,Propiedad usada
5287,"Km. 35 Panamericana Norte, Til Til",Til Til,-33.16272,-70.79072,None,3200,4806,85.19,95.53, Venta, Casa,Proyecto
3955968,"ALTO EL MANZANO - MODELO FUJI, Til Til",Til Til,-33.16273,-70.78928,3D/2B,3390,0,108,240, Venta, Casa,Propiedad usada
4956070,"Los Bosques con Los Cerros, Til Til",Til Til,-33.163,-70.7889,3D/3B,3650,0,150,262, Venta, Casa,Propiedad usada
5034739,"Huertos Familiares, Til Til",Til Til,-33.1633,-70.79,3D/2B,3963,0,129,330, Venta, Casa,Propiedad usada
4465248,"Altos El Mazano - Huertos Familiares, Til Til",Til Til,-33.1634,-70.789,3D/2B,3184,0,121,321, Venta, Casa,Propiedad usada
4928222,"Oportunidad para disfrutar tu casa en Alto El Manzano, Til Til., Til Til",Til Til,-33.16342,-70.78904,2D/2B,3906,0,121,121, Venta, Casa,Propiedad usada
5014522,"Las Cimas, Til Til",Til Til,-33.1643,-70.7866,3D/2B,18,0,95,95, Arriendo, Casa,Propiedad usada
5014523,"Las Cimas, Til Til",Til Til,-33.1643,-70.7866,3D/2B,17,0,95,95, Arriendo, Casa,Propiedad usada
4931765,"Alto el Manzano, Til Til",Til Til,-33.1644,-70.7876,3D/3B,3990,0,100,200, Venta, Casa,Propiedad usada
4951491,"Casa con piscina en ALTO EL MANZANO. ENVIENOS SU OFERTA, Til Til",Til Til,-33.16449,-70.79139,3D/3B,3356,0,113,240.63, Venta, Casa,Propiedad usada
4967013,"Til Til - Alto El Manzano, Til Til",Til Til,-33.16456,-70.78832,3D/2B,3000,0,88,230, Venta, Casa,Propiedad usada
5019890,"Estupenda casa. Alto El Manzano. RECIBIMOS OFERTAS, Til Til",Til Til,-33.16457,-70.78844,3D/2B,3033,0,124,284, Venta, Casa,Propiedad usada
4955259,"El Boldo Sur N° 250, Til Til",Til Til,-33.1647,-70.78924,3D/2B,2815,0,76.65,220, Venta, Casa,Propiedad usada
4952676,"Alto el Manzano Microbarrio el Quillay, Til Til",Til Til,-33.16557,-70.78993,3D/2B,2700,0,80,230, Venta, Casa,Propiedad usada
5014478,"Las Cimas, Til Til",Til Til,-33.1661,-70.7901,3D/2B,18,0,85,95, Arriendo, Casa,Propiedad usada
4990515,"Las Cimas 636, Til Til",Til Til,-33.16613,-70.7901,3D/3B,3505,0,103,228, Venta, Casa,Propiedad usada
4948334,"OPORTUNIDAD!!! Espectacular arriendo y/o venta Tasacion en UF10.500, Condominio Mirador del Valle, Batuco Lampa, Lampa",Lampa,-33.17984,-70.79972,5D/4B,30,0,400,5, Arriendo, Casa,Propiedad usada
4264308,"Calle del Molino, Ayres de Chicureo, Colina",Colina,-33.18299,-70.64899,3D/2B,22,0,103,400, Arriendo, Casa,Propiedad usada
5251,"Carretera General San Martín 1020, Colina",Colina,-33.18942,-70.65945,None,2919,3794,67.8,78.58, Venta, Casa,Proyecto
4653989,"Lo Seco / Fredy Maturana con Las Azucenas, Colina",Colina,-33.18973,-70.66377,4D/1B,2974,0,112,325, Venta, Casa,Propiedad usada
4887094,"ESTANCIA LIRAY,COLINA, Colina",Colina,-33.19092,-70.66164,4D/3B,3970,0,140,220, Venta, Casa,Propiedad usada
4786195,"Las Azucenas 120, Colina",Colina,-33.19134,-70.6636,4D/1B,2888,0,102,325, Venta, Casa,Propiedad usada
5040954,"villa portal andino, Colina",Colina,-33.1926,-70.6646,3D/1B,2862,0,320,120, Venta, Casa,Propiedad usada
4654113,"Fontt / Lo seco, Colina",Colina,-33.19321,-70.67415,4D/1B,2905,0,125,170, Venta, Casa,Propiedad usada
4633373,"Estero Sur 1182, Colina",Colina,-33.19527,-70.6709,3D/2B,16,0,81,166, Arriendo, Casa,Propiedad usada
5024793,"Borde Blanco 1, Colina",Colina,-33.1965,-70.6735,4D/3B,28,0,140,510, Arriendo, Casa,Propiedad usada
4874570,"Chicureo oriente, Colina",Colina,-33.19727,-70.65052,3D/3B,24,0,100,250, Arriendo, Casa,Propiedad usada
4766335,"AYRES DE CHICUREO, NUEVA! OPORTUNIDAD!, Colina",Colina,-33.19783,-70.64865,3D/2B,20,0,83,300, Arriendo, Casa,Propiedad usada
4873266,"CASA EN AYRES DE CHICUREO, ACCESO A LAGU, Colina",Colina,-33.198,-70.6518,3D/3B,23,0,94,270, Arriendo, Casa,Propiedad usada
4978951,"ESTUPENDA CASA NUEVA EN AYRES DE CHICUREO, Colina",Colina,-33.19803,-70.65176,3D/3B,24,0,97,300, Arriendo, Casa,Propiedad usada
4236892,"Chicureo Oriente, Colina",Colina,-33.19803,-70.65176,4D/3B,27,0,140,360, Arriendo, Casa,Propiedad usada
5042287,"Los Ayres de Chicureo 29, Colina",Colina,-33.19803,-70.65176,4D/2B,25,0,170,300, Arriendo, Casa,Propiedad usada
4633720,"AYRES DE CHICUREO, Colina",Colina,-33.19824,-70.65118,4D/3B,23,0,108,320, Arriendo, Casa,Propiedad usada
4676044,"Brisas Norte, Colina",Colina,-33.19951,-70.64831,4D/3B,28,0,120,320, Arriendo, Casa,Propiedad usada
4800735,"Colegio Cabo de Horno, Colina",Colina,-33.19958,-70.65079,3D/3B,23,0,100,300, Arriendo, Casa,Propiedad usada
4982891,"Pinares de Colina, Colina",Colina,-33.1999,-70.6794,3D/3B,3570,0,90,190, Venta, Casa,Propiedad usada
4781283,"Ayres de Chicureo/Colina, Colina",Colina,-33.2002,-70.6504,4D/3B,21,0,108,380, Arriendo, Casa,Propiedad usada
5024969,"Laguna Ayres de Chicureo / condominio chicureo, Colina",Colina,-33.2004,-70.65228,4D/3B,25,0,150,300, Arriendo, Casa,Propiedad usada
7633,"Ignacio Carrera Pinto s/n, Colina",Colina,-33.20048,-70.65767,None,3350,4140,97,125, Venta, Casa,Proyecto
4395654,"AYRES DE CHICUREO, CON PISCINA, Colina",Colina,-33.2008,-70.64929,5D/4B,31,0,155,589, Arriendo, Casa,Propiedad usada
4983043,"Condominio Ayres de Chicureo, Colina",Colina,-33.2009,-70.6468,4D/3B,29,0,127,383, Arriendo, Casa,Propiedad usada
4137211,"AYRES DE CHICUREO, AMPLIADA, Colina",Colina,-33.20099,-70.65155,3D/2B,20,0,120,350, Arriendo, Casa,Propiedad usada
4589012,"AYRES DE CHICUREO, EXCELENTE ESTADO, Colina",Colina,-33.20134,-70.64689,3D/3B,23,0,108,350, Arriendo, Casa,Propiedad usada
4925618,"AYRES DE CHICUREO, AMPLIADA, MUY LINDA, Colina",Colina,-33.20134,-70.64689,5D/3B,26,0,160,380, Arriendo, Casa,Propiedad usada
4720735,"AYRES DE CHICUREO, EXCELENTE ESTADO, Colina",Colina,-33.20134,-70.64689,5D/4B,25,0,140,450, Arriendo, Casa,Propiedad usada
4113223,"AYRES DE CHICUREO, EXCELENTE ESTADO, Colina",Colina,-33.20134,-70.64689,5D/4B,25,0,140,450, Arriendo, Casa,Propiedad usada
4861887,"AYRES DE CHICUREO, EXCELENTE ESTADO, Colina",Colina,-33.20134,-70.64689,4D/3B,23,0,120,350, Arriendo, Casa,Propiedad usada
4924691,"AYRES DE CHICUREO, PRECIOSA FULL EQUIPADA, Colina",Colina,-33.20134,-70.64689,6D/3B,35,0,180,500, Arriendo, Casa,Propiedad usada
4916923,"Ayres de Chicureo/Autopista Los Libertad, Colina",Colina,-33.2015,-70.6526,3D/2B,17,0,94,350, Arriendo, Casa,Propiedad usada
4991400,"Villa Los Agapantos, pasaje Las Gazanias 0292, Colina, Colina",Colina,-33.20155,-70.68117,3D/2B,2600,0,73,100, Venta, Casa,Propiedad usada
4766772,"AYRES DE CHICUREO, EXCELENTE PRECIO!, Colina",Colina,-33.2016,-70.6487,4D/2B,23,0,120,350, Arriendo, Casa,Propiedad usada
4374570,"avenida casa de piedra 20, Colina",Colina,-33.2016,-70.6487,3D/3B,20,0,128,300, Arriendo, Casa,Propiedad usada
4906087,"AYRES DE CHICUREO, CON PISCINA, OPORTUNIDAD! EXCELENTE PRECIO, Colina",Colina,-33.2016,-70.6487,5D/3B,25,0,140,600, Arriendo, Casa,Propiedad usada
4959867,"Condominio Los peumos, Colina",Colina,-33.20167,-70.67028,3D/3B,35,0,140,2.5, Arriendo, Casa,Propiedad usada
4261271,"Estancia de Liray / Los Alamos, Colina",Colina,-33.20167,-70.67028,3D/2B,3850,0,90,180, Venta, Casa,Propiedad usada
4821223,"Chamisero, Condominio Terralta 5D+5B, Colina",Colina,-33.20167,-70.67028,5D/5B,43,0,188,417, Arriendo, Casa,Propiedad usada
4390958,"Av del valle, Colina",Colina,-33.20167,-70.67028,2D/2B,26,0,83,98, Arriendo, Departamento,Propiedad usada
4336494,"Remanso 10, Colina",Colina,-33.20167,-70.67028,3D/3B,29,0,170,480, Arriendo, Casa,Propiedad usada
5004769,"Estero Sur / El Peumo, Colina",Colina,-33.20167,-70.67028,3D/2B,16,0,89,180, Arriendo, Casa,Propiedad usada
4015148,"Los Corrales 1370, Condominio Los Arrayanes, Colina",Colina,-33.20167,-70.67028,3D/3B,3700,0,92,250, Venta, Casa,Propiedad usada
4997013,"Ayres de Chicureo, Colina",Colina,-33.20168,-70.66202,3D/2B,21,0,98,250, Arriendo, Casa,Propiedad usada
4225235,"Ayres de Chicureo, Colina, Colina",Colina,-33.20217,-70.65108,5D/3B,29,0,139,405, Arriendo, Casa,Propiedad usada
4850991,"Ayres de Chicureo / CALLE DEL MOLINO, Colina",Colina,-33.20221,-70.65466,4D/3B,21,0,120,380, Arriendo, Casa,Propiedad usada
4818759,"Santa Cecilia/Gral San Martin, Colina",Colina,-33.2024,-70.6747,3D/3B,35,0,250,5, Arriendo, Casa,Propiedad usada
3790075,Colina,Colina,-33.2031,-70.6772,4D/4B,30,0,150,350, Arriendo, Casa,Propiedad usada
5003352,"Villa altos de San Miguel,, Colina",Colina,-33.20336,-70.68601,4D/2B,3500,0,84,153, Venta, Casa,Propiedad usada
4830734,"Alberto Ruiz Tagle, Colina",Colina,-33.2034,-70.6848,3D/3B,3055,0,125,164, Venta, Casa,Propiedad usada
4643182,"Parque Central 11361, Colina",Colina,-33.20446,-70.67585,3D/3B,22,0,100,205, Arriendo, Casa,Propiedad usada
4454543,"LO ARCAYA / CAMINO CASAS VIEJAS, Colina",Colina,-33.20446,-70.67585,2D/2B,22,0,65,350, Arriendo, Casa,Propiedad usada
4903177,"Jardines de San Miguel / Colina, Colina",Colina,-33.2045,-70.6759,3D/3B,3457,0,96,196, Venta, Casa,Propiedad usada
2678180,"Sergio Correa / José Rabat, Colina",Colina,-33.20569,-70.60299,4D/4B,29,0,160,500, Arriendo, Casa,Propiedad usada
