Codigo,Direccion,Comuna,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda,Tipo Proyecto
4993029,"Alsacia / Metro Alcántara, Las Condes",Las Condes,-33.413,-70.5894,1D/1B,24,0,52,55, Arriendo, Departamento,Propiedad usada
4981896,"Av. Presidente Riesco / Carmencita, Las Condes",Las Condes,-33.41301,-70.59879,3D/2B,33,0,140,158, Arriendo, Departamento,Propiedad usada
2691017,"ISIDORA GOYENECHEA - HOTEL ""W"", Las Condes",Las Condes,-33.41303,-70.5993,2D/2B,35,0,95,105, Arriendo, Departamento,Propiedad usada
4920365,"Exclusivo Loft / Club de Golf / Plaza Loreto, Las Condes",Las Condes,-33.41303,-70.59229,1D/1B,32,0,75,75, Arriendo, Departamento,Propiedad usada
4915683,"EL GOLF - ALSACIA 151 EXCELENTE UBICACION y CONECTIVIDAD - METRO ALCANTARA, Las Condes",Las Condes,-33.41304,-70.58968,1D/1B,23,0,48,52, Arriendo, Departamento amoblado,Propiedad usada
5029782,"Metro Escuela Militar, La Macarena/Del Inca, Las Condes",Las Condes,-33.41304,-70.57696,1D/1B,14,0,38,41, Arriendo, Departamento,Propiedad usada
3119669,"Alsacia / Presidente Riesc, Las Condes",Las Condes,-33.41305,-70.58968,1D/1B,26,0,45,53, Arriendo, Departamento amoblado,Propiedad usada
4993198,"EL GOLF EDIFICIO SLOW ALSACIA 178 EXCLUSIVO 2 DORMITORIOS PASOS METRO ALCANTARA, Las Condes",Las Condes,-33.41305,-70.58968,2D/2B,35,0,90,100, Arriendo, Departamento,Propiedad usada
5025328,"SAN FCO DE ASIS / ALSACIA, Las Condes",Las Condes,-33.41305,-70.59123,1D/1B,17,0,45,51, Arriendo, Departamento,Propiedad usada
5042511,"Metro el Golf, Las Condes",Las Condes,-33.41306,-70.58969,1D/1B,26,0,40,40, Arriendo, Departamento amoblado,Propiedad usada
4885500,"Sector El Golf // Increible vista, Las Condes",Las Condes,-33.41306,-70.58978,2D/2B,27,0,65,72, Arriendo, Departamento,Propiedad usada
2446899,"Metro Alcantara - El Golf, Las Condes",Las Condes,-33.41306,-70.58978,2D/2B,25,0,70,72, Arriendo, Departamento,Propiedad usada
4991991,"Metro Alcantara / El Golf, Las Condes",Las Condes,-33.41306,-70.58978,1D/1B,24,0,55,58, Arriendo, Departamento amoblado,Propiedad usada
5035140,"Metro Alcantara, Las Condes",Las Condes,-33.41306,-70.58978,2D/2B,28,0,80,85, Arriendo, Departamento amoblado,Propiedad usada
5021599,"Alsacia- El Golf, Las Condes",Las Condes,-33.41306,-70.58978,1D/1B,24,0,50,54, Arriendo, Departamento amoblado,Propiedad usada
4473751,"Metro Alcántara/Alsacia, Las Condes",Las Condes,-33.41306,-70.58969,2D/2B,42,0,72.14,85.7, Arriendo, Departamento amoblado,Propiedad usada
3425212,"Metro Alcantara, Las Condes",Las Condes,-33.41307,-70.5898,2D/2B,26,0,65,78, Arriendo, Departamento,Propiedad usada
5007736,"METRO ALCANTARA - METRO MILITARES, Las Condes",Las Condes,-33.41307,-70.58818,2D/2B,26,0,85,93, Arriendo, Departamento,Propiedad usada
4806313,"Pte. Risco / Carmencita, Las Condes",Las Condes,-33.4131,-70.5988,2D/2B,35,0,80,80, Arriendo, Departamento,Propiedad usada
5040415,"El Golf, Las Condes",Las Condes,-33.4131,-70.5894,3D/4B,39,0,140,155, Arriendo, Departamento,Propiedad usada
4988204,"Frente estadio Español, Las Condes",Las Condes,-33.4131,-70.5779,2D/3B,26,0,109,109, Arriendo, Departamento,Propiedad usada
4977831,"Oportunidad de arriendo frente U. los Andes, Las Condes",Las Condes,-33.4131,-70.50705,2D/2B,26,0,80,90, Arriendo, Departamento,Propiedad usada
4995641,"EL GOLF - ALSACIA, Las Condes",Las Condes,-33.4131,-70.5898,1D/1B,24,0,52,55, Arriendo, Departamento,Propiedad usada
5040031,"Metro Alcántara - Presidente Riesco, Las Condes",Las Condes,-33.4131,-70.5886,3D/4B,39,0,155,0, Arriendo, Departamento,Propiedad usada
5006014,"Metro Escuela Militar, Las Condes",Las Condes,-33.4131,-70.5837,2D/2B,25,0,68,75, Arriendo, Departamento,Propiedad usada
5001046,"Plaza Loreto / EL Golf, Las Condes",Las Condes,-33.4131,-70.5924,1D/1B,25,0,60,60, Arriendo, Departamento,Propiedad usada
5040517,"METRO ESC. MILITAR, Las Condes",Las Condes,-33.4131,-70.5847,2D/2B,20,0,60,65, Arriendo, Departamento,Propiedad usada
4252635,"Belisario Prats-Santa María, Independencia",Independencia,-33.41311,-70.65457,3D/2B,2933,0,74,74, Venta, Departamento,Propiedad usada
5016528,"Plaza la Capitania, pasaje tranquilo y vida de barrio., Las Condes",Las Condes,-33.41311,-70.57024,4D/3B,41,0,140,204, Arriendo, Casa,Propiedad usada
4988814,"Lindo Departamento Belisario Prats/Domingo Santa María, Independencia",Independencia,-33.41311,-70.65457,3D/2B,2931,0,74,74, Venta, Departamento,Propiedad usada
5031000,"ALCANTARA - Alsacia - El Golf, Las Condes",Las Condes,-33.41314,-70.5899,4D/3B,42,0,160,180, Arriendo, Departamento,Propiedad usada
3503018,"Frente Estadio Español Depto Amoblado 2 Dormitorios, Las Condes",Las Condes,-33.41316,-70.57636,2D/2B,32,0,64.7,76.19, Arriendo, Departamento amoblado,Propiedad usada
5035281,"Magdalena / Isidora Goyenechea 0, Las Condes",Las Condes,-33.41316,-70.59386,3D/3B,35,0,134,140, Arriendo, Departamento amoblado,Propiedad usada
4527493,"Presidente Riesco / Magdalena, Las Condes",Las Condes,-33.41316,-70.59386,3D/3B,34,0,125,130, Arriendo, Departamento amoblado,Propiedad usada
4982319,"El Golf . METRO ALCANTARA - Alsacia - Tranquilo, Las Condes",Las Condes,-33.41319,-70.59109,1D/1B,21,0,50,55, Arriendo, Departamento amoblado,Propiedad usada
4931157,"Amoblado San Sebastián, Isidora Goyenechea / Pdte. Riesco, Las Condes",Las Condes,-33.41319,-70.59993,3D/3B,34,0,140,173, Arriendo, Departamento,Propiedad usada
5025610,"El GOLF**** FULL AMOBLADO *** - Departamento 151, Las Condes",Las Condes,-33.41319,-70.5899,2D/2B,35,0,80,85, Arriendo, Departamento amoblado,Propiedad usada
4988319,"VENTA PROMESA DE COMPRAVENTA, Las Condes",Las Condes,-33.4132,-70.5426,3D/4B,2950,0,136,162, Venta, Departamento,Propiedad usada
5027998,"LA MACARENA / NEVERIA, Las Condes",Las Condes,-33.41321,-70.57704,1D/1B,16,0,38,40, Arriendo, Departamento amoblado,Propiedad usada
5043080,"CARMENCITA / ISIDORA GOYENECHEA, Las Condes",Las Condes,-33.41321,-70.59907,3D/2B,24,0,105,118, Arriendo, Departamento,Propiedad usada
4964720,"CARMENCITA / ISIDORA GOYENECHEA, Las Condes",Las Condes,-33.41321,-70.59907,1D/1B,17,0,40,52, Arriendo, Departamento,Propiedad usada
4889146,"EL GOLF, Las Condes",Las Condes,-33.41321,-70.59907,1D/1B,19,0,47,47, Arriendo, Departamento,Propiedad usada
4892109,"PLaza Peru, El Golf, Las Condes",Las Condes,-33.41322,-70.59904,2D/2B,22,0,70,72, Arriendo, Departamento,Propiedad usada
5005860,"Se arrienda amplio depto. en pleno Barrio El Golf, Las Condes",Las Condes,-33.41324,-70.59782,3D/3B,26,0,124.2,140.85, Arriendo, Departamento,Propiedad usada
4082234,"EL GOLF / NEW DESING / SLOW, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,31,0,95,105, Arriendo, Departamento,Propiedad usada
3523762,"EL GOLF / METRO / NEW DESING, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,34,0,82,98, Arriendo, Departamento,Propiedad usada
4923757,"SIN MUEBLES en PRIVILEGIADO Barrio, Incluye ESTACIONAMIENTO, Gasto común BAJO!, Las Condes",Las Condes,-33.41326,-70.58981,1D/1B,22,0,42,52, Arriendo, Departamento,Propiedad usada
4943938,"SIN MUEBLES ubicado en EL CORAZÓN DEL BARRIO EL GOLF en MODERNO EDIFICIO, IDEAL PARA EXPATRIADOS, Las Condes",Las Condes,-33.41326,-70.58968,2D/2B,27,0,65,73, Arriendo, Departamento,Propiedad usada
3293439,"EL GOLF / SLOW / NEW DESING, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,39,0,92,108, Arriendo, Departamento,Propiedad usada
3356270,"EL GOLF / NEW DESING / NEW, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,42,0,92,104, Arriendo, Departamento,Propiedad usada
3534477,"EL GOLF / METRO / NEW DESING, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,35,0,84,99, Arriendo, Departamento,Propiedad usada
3290727,"EL GOLF / NEW DESING / SLOW, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,40,0,92,108, Arriendo, Departamento,Propiedad usada
4820309,"EL GOLF / SLOW / NEW DESING, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,30,0,90,106, Arriendo, Departamento,Propiedad usada
3360253,"EL GOLF / METRO / NEW DESING, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,30,0,88,99, Arriendo, Departamento,Propiedad usada
4820225,"EL GOLF / NEW DESING / NEW, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,30,0,90,106, Arriendo, Departamento,Propiedad usada
4082243,"EL GOLF / METRO / SLOW, Las Condes",Las Condes,-33.41326,-70.59026,2D/2B,30,0,88,99, Arriendo, Departamento,Propiedad usada
5011818,"AV. EL GOLF - PRESIDENTE RIESCO, Las Condes",Las Condes,-33.41327,-70.59116,4D/4B,42,0,160,180, Arriendo, Departamento,Propiedad usada
5001091,"AV. EL GOLF - PRESIDENTE RIESCO, Las Condes",Las Condes,-33.41327,-70.59116,4D/4B,42,0,160,180, Arriendo, Departamento,Propiedad usada
5001211,"Presidente Riesco / Magdalena, Las Condes",Las Condes,-33.41328,-70.59399,4D/3B,39,0,155,192, Arriendo, Departamento,Propiedad usada
5001216,"Presidente Riesco / Magdalena, Las Condes",Las Condes,-33.41328,-70.59399,4D/3B,39,0,155,192, Arriendo, Departamento,Propiedad usada
5033107,"Isidora Goyenechea/ Presidente Riesco, Las Condes",Las Condes,-33.41328,-70.59399,4D/4B,39,0,140,140, Arriendo, Departamento,Propiedad usada
4830463,"Magdalena / Presidente Riesco, Las Condes",Las Condes,-33.41328,-70.59399,3D/3B,43,0,140,175, Arriendo, Departamento,Propiedad usada
5024852,"EL GOLF, Las Condes",Las Condes,-33.41328,-70.59399,2D/3B,39,0,140,165, Arriendo, Departamento amoblado,Propiedad usada
5010067,"El Golf - La Gioconda, Las Condes",Las Condes,-33.41328,-70.58804,4D/4B,33,0,180,210, Arriendo, Departamento,Propiedad usada
5001315,"Hermoso Dpto Remodelado Barrio El Golf a una cuadra de la Plaza, Las Condes",Las Condes,-33.41328,-70.59399,3D/3B,39,0,140,177, Arriendo, Departamento,Propiedad usada
3791942,"Depto. Amoblado El Golf, sólo extranjeros!!!, Las Condes",Las Condes,-33.41329,-70.59889,1D/1B,27,0,80,80, Arriendo, Departamento,Propiedad usada
2976341,"EL GOLF / PENT- HOUSE / 2019, Las Condes",Las Condes,-33.41329,-70.59572,1D/2B,30,0,80,95, Arriendo, Departamento amoblado,Propiedad usada
5037768,"CARMENCITA / ISIDORA GOYENECHEA, Las Condes",Las Condes,-33.41329,-70.59889,3D/2B,24,0,105,119, Arriendo, Departamento,Propiedad usada
4779081,"PLAZA PERÚ, Las Condes",Las Condes,-33.41329,-70.59889,3D/2B,41,0,70,82, Arriendo, Departamento amoblado,Propiedad usada
3978022,"EL GOLF / DUPLEX / LOFT, Las Condes",Las Condes,-33.41329,-70.59572,1D/2B,33,0,70,78, Arriendo, Departamento amoblado,Propiedad usada
4666568,"Metro Alcantara, Las Condes",Las Condes,-33.41329,-70.5888,1D/1B,23,0,45,51, Arriendo, Departamento,Propiedad usada
4455767,"EL GOLF / DUPLEX / LOFT PENT- HOUSE, Las Condes",Las Condes,-33.41329,-70.59572,1D/2B,28,0,80,88, Arriendo, Departamento amoblado,Propiedad usada
5007662,"independencia, Región Metropolitana de S, Independencia",Independencia,-33.4133,-70.6663,3D/2B,3050,0,1,78, Venta, Casa,Propiedad usada
4896203,"El Golf, Las Condes",Las Condes,-33.4133,-70.6026,2D/2B,26,0,92,100, Arriendo, Departamento,Propiedad usada
4984255,"Carmencita 220 - Departamento 206, Las Condes",Las Condes,-33.4133,-70.59878,1D/1B,16,0,50,50, Arriendo, Departamento,Propiedad usada
4962749,"El Golf, Las Condes",Las Condes,-33.4133,-70.5883,1D/1B,24,0,42,47, Arriendo, Departamento amoblado,Propiedad usada
4756979,"Presidente Riesco/ Magdalena, Las Condes",Las Condes,-33.4133,-70.594,3D/3B,39,0,140,155, Arriendo, Departamento,Propiedad usada
4921203,"Arriendo El Golf / Nuestra Señora, Las Condes",Las Condes,-33.4133,-70.5906,3D/3B,42,0,180,200, Arriendo, Departamento,Propiedad usada
5022847,"El Golf, Las Condes",Las Condes,-33.4133,-70.5866,3D/3B,31,0,87,97, Arriendo, Departamento,Propiedad usada
4678898,"Estadio Español, Las Condes",Las Condes,-33.4133,-70.5771,3D/2B,32,0,130,130, Arriendo, Departamento,Propiedad usada
4615136,"El Golf/Ideal inversionistas, Las Condes",Las Condes,-33.4133,-70.5893,2D/2B,33,0,78,86, Arriendo, Departamento,Propiedad usada
4902219,"Anibal Pinto con Lopez de Alcazar, Independencia",Independencia,-33.4133,-70.6663,3D/1B,3090,0,58,58, Venta, Departamento,Propiedad usada
4952339,"isidoragoyenechea, Las Condes",Las Condes,-33.4133,-70.6026,2D/2B,30,0,85,85, Arriendo, Departamento,Propiedad usada
4879997,"La Macarena / Estadio Español, Las Condes",Las Condes,-33.4133,-70.5771,3D/2B,33,0,130,150, Arriendo, Departamento,Propiedad usada
4056189,"ISIDORA GOYENECHEA - EL GOLF, Las Condes",Las Condes,-33.4133,-70.5917,1D/1B,30,0,41,41, Arriendo, Departamento amoblado,Propiedad usada
5003196,"Magdalena / Isidora Goyeneche, Las Condes",Las Condes,-33.4133,-70.594,3D/3B,38,0,140,166, Arriendo, Departamento,Propiedad usada
5003176,"Magdalena / Isidora Goyenechea, Las Condes",Las Condes,-33.4133,-70.594,2D/2B,39,0,140,177, Arriendo, Departamento,Propiedad usada
5005971,"El Golf, Las Condes",Las Condes,-33.4133,-70.5873,3D/2B,34,0,81,91, Arriendo, Departamento amoblado,Propiedad usada
5017894,"Luis Rodríguez Velasco / Metro Escuela Militar, Las Condes",Las Condes,-33.41331,-70.58043,2D/2B,16,0,58,58, Arriendo, Departamento,Propiedad usada
4894409,"Barrio El Golf, Las Condes",Las Condes,-33.41332,-70.59061,3D/3B,42,0,190,190, Arriendo, Departamento,Propiedad usada
4728885,"El Golf, Las Condes",Las Condes,-33.41332,-70.59935,2D/2B,36,0,76,76, Arriendo, Departamento amoblado,Propiedad usada
2911213,"LOFT / EL GOLF / CLASS ""A "" MINIMALISTA, Las Condes",Las Condes,-33.41333,-70.59585,1D/1B,40,0,68,93, Arriendo, Departamento amoblado,Propiedad usada
3973548,"LOFT / EL GOLF / NEW, Las Condes",Las Condes,-33.41333,-70.59585,1D/2B,35,0,68,86, Arriendo, Departamento amoblado,Propiedad usada
4783917,"El Golf-Presidente Riesco, Las Condes",Las Condes,-33.41333,-70.59735,1D/1B,30,0,50,50, Arriendo, Departamento amoblado,Propiedad usada
3360120,"LOFT / EL GOLF / LUJOSO, Las Condes",Las Condes,-33.41333,-70.59585,1D/2B,34,0,68,88, Arriendo, Departamento amoblado,Propiedad usada
4945645,"Magdalena 220, Las Condes",Las Condes,-33.41334,-70.59398,3D/3B,39,0,140,189, Arriendo, Departamento,Propiedad usada
4892918,"2 Dorms Amoblado - También cortos periodos - Metro Alcántara - Barrio El Golf - Expats, Las Condes",Las Condes,-33.41335,-70.5895,2D/2B,35,0,85,97, Arriendo, Departamento amoblado,Propiedad usada
5012817,"HIPODROMO CHILE 1701, Independencia",Independencia,-33.41335,-70.66629,2D/2B,2788,0,56,56, Venta, Departamento,Propiedad usada
4992094,"Independencia 740, Independencia",Independencia,-33.41335,-70.66629,3D/2B,2931,0,70,73, Venta, Departamento,Propiedad usada
4970437,"A pasos del metro Plaza Chacabuco, Independencia",Independencia,-33.41335,-70.66629,2D/2B,2800,0,48,48, Venta, Departamento,Propiedad usada
5025410,"Independencia 801, Independencia",Independencia,-33.41335,-70.66629,2D/1B,2716,0,44,46, Venta, Departamento,Propiedad usada
4756621,"Fermin Vivaceta ., Independencia",Independencia,-33.41335,-70.66629,2D/1B,2605,0,79,120, Venta, Casa,Propiedad usada
4992647,"Depto 2 Dormitorio mas Bodega Cercano a Metro Hospitales, Independencia",Independencia,-33.41335,-70.66629,2D/1B,13,0,54,56, Arriendo, Departamento,Propiedad usada
4811543,"Mall Vivaceta, Independencia",Independencia,-33.41335,-70.66629,3D/1B,14,0,47,48, Arriendo, Departamento,Propiedad usada
4641538,"Amalia Errázuriz 956, Independencia",Independencia,-33.41335,-70.66629,2D/2B,3000,0,51,51, Venta, Departamento,Propiedad usada
4750779,"Vivaceta / Hipodromo Chile / Independencia, Independencia",Independencia,-33.41335,-70.66629,3D/2B,14,0,50,50, Arriendo, Departamento,Propiedad usada
5004410,"El Pino / Salomón Sack, Independencia",Independencia,-33.41335,-70.66629,4D/2B,3218,0,100,110, Venta, Casa,Propiedad usada
5014285,"El Golf, Las Condes",Las Condes,-33.41336,-70.58766,3D/2B,37,0,124,130, Arriendo, Departamento,Propiedad usada
3592487,"El Golf, Las Condes",Las Condes,-33.41336,-70.59172,2D/2B,32,0,60,60, Arriendo, Departamento amoblado,Propiedad usada
4188416,"EL GOLF / METRO / AMOBLADO, Las Condes",Las Condes,-33.41337,-70.58947,2D/2B,29,0,80,86, Arriendo, Departamento amoblado,Propiedad usada
4816082,"EL GOLF / METRO / AMOBLADO, Las Condes",Las Condes,-33.41337,-70.58947,2D/2B,28,0,80,86, Arriendo, Departamento amoblado,Propiedad usada
4793203,"AMOBLADO que INCLUYE ESTACIONAMIENTO y bodega!! ubicado a pasos de METRO ESCUELA MILITAR Y ALCÁNTARA, Las Condes",Las Condes,-33.41338,-70.58652,1D/1B,19,0,40,45, Arriendo, Departamento amoblado,Propiedad usada
4793197,"SIN MUEBLES que INCLUYE ESTACIONAMIENTO y bodega!! a pasos de METRO ESCUELA MILITAR Y ALCÁNTARA, Las Condes",Las Condes,-33.41338,-70.58652,1D/1B,17,0,40,45, Arriendo, Departamento,Propiedad usada
4989606,"Se Arrienda Depto con 3D + 2B + Bod//Metro Manquehue, Las Condes",Las Condes,-33.41339,-70.56739,3D/2B,25,0,100,100, Arriendo, Casa,Propiedad usada
4996880,"ALSACIA / EL GOLF AMOBLADO, Las Condes",Las Condes,-33.4134,-70.59,1D/1B,24,0,52,55, Arriendo, Departamento,Propiedad usada
4866173,"Club de Golf Los Leones - Metro El Golf, Las Condes",Las Condes,-33.4134,-70.5946,2D/2B,35,0,120,125, Arriendo, Departamento,Propiedad usada
4995802,"El Golf, Las Condes",Las Condes,-33.4134,-70.5891,1D/1B,24,0,52,55, Arriendo, Departamento amoblado,Propiedad usada
5034680,"CLUB DE GOLF / HOTEL W / AMOBLADO Y CENT, Las Condes",Las Condes,-33.4134,-70.5976,2D/2B,32,0,85,95, Arriendo, Departamento amoblado,Propiedad usada
4996793,"Magdalena - Isidora Goyenechea, Las Condes",Las Condes,-33.4134,-70.59385,3D/3B,39,0,140,165, Arriendo, Departamento,Propiedad usada
4284791,"Barrio El Golf, Las Condes",Las Condes,-33.41341,-70.59475,3D/3B,39,0,130,130, Arriendo, Departamento amoblado,Propiedad usada
3401794,"EL GOLF / METRO ALCÁNTARA, Las Condes",Las Condes,-33.41341,-70.58924,2D/3B,30,0,90,108, Arriendo, Departamento,Propiedad usada
5036960,"El Golf, Las Condes",Las Condes,-33.41341,-70.59475,2D/2B,30,0,125,133, Arriendo, Departamento,Propiedad usada
4761298,"El Golf, Las Condes",Las Condes,-33.41341,-70.6004,2D/2B,32,0,80,90, Arriendo, Departamento amoblado,Propiedad usada
5014166,"El Golf, Las Condes",Las Condes,-33.41341,-70.59475,2D/2B,31,0,125,133, Arriendo, Departamento,Propiedad usada
4305249,"Enrique Foster metro el Golf ., Las Condes",Las Condes,-33.41341,-70.59475,3D/3B,39,0,130,140, Arriendo, Departamento amoblado,Propiedad usada
4284564,"Enrique Foster - Metro El Golf, Las Condes",Las Condes,-33.41341,-70.59475,3D/3B,39,0,130,135, Arriendo, Departamento amoblado,Propiedad usada
4995327,"Glamis 3350, Las Condes",Las Condes,-33.41341,-70.59577,3D/2B,42,0,138,138, Arriendo, Departamento,Propiedad usada
3455850,"EL GOLF / METRO / NEW, Las Condes",Las Condes,-33.41341,-70.58924,2D/3B,31,0,97,113, Arriendo, Departamento,Propiedad usada
4210273,"Enrique Foster / Isidora Goyenechea, Las Condes",Las Condes,-33.41341,-70.59475,3D/3B,42,0,130,130, Arriendo, Departamento amoblado,Propiedad usada
4210273,"Enrique Foster / Isidora Goyenechea, Las Condes",Las Condes,-33.41341,-70.59475,3D/3B,42,0,130,130, Arriendo, Departamento amoblado,Propiedad usada
2958859,"El Golf, Las Condes",Las Condes,-33.41343,-70.5955,1D/1B,31,0,60,95, Arriendo, Departamento,Propiedad usada
2431159,"LOFT / EL GOLF / MINIMALISTA, Las Condes",Las Condes,-33.41343,-70.5955,1D/1B,33,0,58,93, Arriendo, Departamento amoblado,Propiedad usada
4619446,"San Sebastián 2960 - Departamento 333, Las Condes",Las Condes,-33.41344,-70.60005,4D/4B,32,0,140,170, Arriendo, Departamento,Propiedad usada
4414182,"Estadio Español, Las Condes",Las Condes,-33.41346,-70.57738,4D/3B,39,0,140,154, Arriendo, Departamento,Propiedad usada
4973279,"AMPLIO DEPARTAMENTO / PRESIDENTE RIESCO de 1 Dormitorio, incluye ESTACIONAMIENTO y bodega, Las Condes",Las Condes,-33.41346,-70.60018,1D/1B,17,0,45,50, Arriendo, Departamento,Propiedad usada
4749425,"Metro Escuela Militar/Estadio Español, Las Condes",Las Condes,-33.41346,-70.57738,3D/2B,39,0,140,140, Arriendo, Departamento,Propiedad usada
4930039,"Neveria 4890, Las Condes",Las Condes,-33.41346,-70.57738,3D/2B,30,0,140,140, Arriendo, Departamento,Propiedad usada
4878470,"** RIESCO / E. FOSTER / ISIDORA GOYENECHEA **, Las Condes",Las Condes,-33.41347,-70.59683,3D/2B,35,0,140,140, Arriendo, Departamento,Propiedad usada
4932446,"Metro el golf, Las Condes",Las Condes,-33.41347,-70.59683,2D/3B,40,0,140,155, Arriendo, Departamento amoblado,Propiedad usada
4693557,"** RIESCO / E. FOSTER / ISIDORA GOYENECHEA **, Las Condes",Las Condes,-33.41347,-70.59683,3D/2B,36,0,140,140, Arriendo, Departamento,Propiedad usada
4898064,"Isidora Goyenechea / Luz / Riesco, Las Condes",Las Condes,-33.41348,-70.60212,4D/3B,25,0,118,124, Arriendo, Departamento,Propiedad usada
4839642,"METRO EL GOLF - HOTEL W. - Enrique Foster - Isidora Goyenechea - Apoquindo, Las Condes",Las Condes,-33.41349,-70.59622,3D/3B,36,0,110,110, Arriendo, Departamento amoblado,Propiedad usada
4759458,"METRO / ENTREGA INMEDIATA / EL GOLF, Las Condes",Las Condes,-33.4135,-70.58545,1D/1B,19,0,40,45, Arriendo, Departamento,Propiedad usada
4799614,"Vespucio Norte, Las Condes",Las Condes,-33.4135,-70.5856,1D/1B,23,0,45,55, Arriendo, Departamento amoblado,Propiedad usada
4623041,"Escuela Militar, Las Condes",Las Condes,-33.4135,-70.5876,1D/1B,22,0,45,50, Arriendo, Departamento amoblado,Propiedad usada
3465018,"Manquehue Sur, Las Condes",Las Condes,-33.4135,-70.5497,2D/3B,30,0,86,92, Arriendo, Departamento amoblado,Propiedad usada
5030609,"SECTOR PLAZA PERU- BARRIO EL GOLF, Las Condes",Las Condes,-33.4135,-70.601,4D/3B,42,0,180,215, Arriendo, Departamento,Propiedad usada
4617413,"METRO ESCUELA MILITAR - VESPUCIO - AMOBADO, Las Condes",Las Condes,-33.4135,-70.58545,1D/1B,19,0,45,50, Arriendo, Departamento amoblado,Propiedad usada
5013314,"Américo Vespucio Norte 22, Las Condes",Las Condes,-33.4135,-70.58557,2D/2B,23,0,70,70, Arriendo, Departamento,Propiedad usada
4802294,"VESPUCIO NORTE/METRO ESCUELA MILITAR, Las Condes",Las Condes,-33.4135,-70.5854,1D/1B,23,0,40,40, Arriendo, Departamento amoblado,Propiedad usada
5019466,"Américo Vespucio Norte 22 - Departamento 2707, Las Condes",Las Condes,-33.4135,-70.58557,2D/2B,20,0,60,65, Arriendo, Departamento,Propiedad usada
4948614,"El Trovador/Escuela Militar, Las Condes",Las Condes,-33.4135,-70.5862,1D/1B,17,0,38,40, Arriendo, Departamento amoblado,Propiedad usada
4739659,"Metro Escuela Militar / Américo Vespucio, Las Condes",Las Condes,-33.4135,-70.58545,1D/1B,23,0,45,50, Arriendo, Departamento amoblado,Propiedad usada
4959778,"EL GOLF, Las Condes",Las Condes,-33.4135,-70.5956,2D/3B,42,0,140,177, Arriendo, Departamento,Propiedad usada
4645659,"Metro Escuela Militar, Las Condes",Las Condes,-33.4135,-70.58545,1D/1B,18,0,37,44, Arriendo, Departamento,Propiedad usada
4977427,"Metro Escuela Militar / cerca delSsubcen, Las Condes",Las Condes,-33.4135,-70.5878,2D/2B,25,0,70,70, Arriendo, Departamento amoblado,Propiedad usada
4666932,"Metro Escuela Militar, Las Condes",Las Condes,-33.4135,-70.58545,1D/1B,18,0,37,44, Arriendo, Departamento,Propiedad usada
5017107,"Región Metropolitana de Santiago, Las Condes",Las Condes,-33.4135,-70.5854,1D/1B,21,0,50,50, Arriendo, Departamento,Propiedad usada
5008654,"Metro Escuela Militar, Las Condes",Las Condes,-33.4135,-70.58557,1D/1B,21,0,42,47, Arriendo, Departamento,Propiedad usada
4993237,"EL GOLF - METRO ALCANTARA EXCELENTE 2DORMITORIOS, Las Condes",Las Condes,-33.41351,-70.58903,2D/2B,28,0,83,89, Arriendo, Departamento amoblado,Propiedad usada
3917047,"ALSACIA, EL GOLF, Las Condes",Las Condes,-33.41351,-70.5896,2D/2B,25,0,75,75, Arriendo, Departamento,Propiedad usada
4032143,"Metro Escuela Militar, Barrio El Golf, Las Condes",Las Condes,-33.41352,-70.58622,1D/1B,27,0,34,38, Arriendo, Departamento amoblado,Propiedad usada
4827091,"Barrio el Golf / Benjamin, Las Condes",Las Condes,-33.41352,-70.60099,5D/4B,43,0,180,220, Arriendo, Departamento,Propiedad usada
3937738,"Metro Escuela Militar, El Golf, Las Condes",Las Condes,-33.41352,-70.58622,1D/1B,27,0,34,38, Arriendo, Departamento amoblado,Propiedad usada
3057096,"DUPLEX / LOFT - EL GOLF ! MINIMALISTA, Las Condes",Las Condes,-33.41353,-70.59844,2D/2B,28,0,68,70, Arriendo, Departamento,Propiedad usada
4673335,"La Frontera 2685, Quinta Normal",Quinta Normal,-33.41353,-70.71386,5D/1B,2757,0,150,200, Venta, Casa,Propiedad usada
5017057,"Las Malvas / Del Inca, Las Condes",Las Condes,-33.41354,-70.57051,2D/3B,23,0,90,90, Arriendo, Departamento,Propiedad usada
2775463,"EL GOLF / NEW DESING, Las Condes",Las Condes,-33.41354,-70.58928,2D/2B,29,0,80,86, Arriendo, Departamento amoblado,Propiedad usada
4174410,"EL GOLF / METRO / VACÍO, Las Condes",Las Condes,-33.41354,-70.58928,2D/2B,27,0,77,85, Arriendo, Departamento,Propiedad usada
3223406,"EL GOLF / METRO / NEW DESING, Las Condes",Las Condes,-33.41354,-70.58928,2D/2B,31,0,85,93, Arriendo, Departamento amoblado,Propiedad usada
