Codigo,Direccion,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
4835883,"Milán 1257, San Miguel",3D/2B,17.0,0.0,70.0,74.0,arriendo,departamento
4985664,"Suecia / Hernan Cortes, Ñuñoa",2D/2B,17.0,0.0,60.0,65.0,arriendo,departamento
5038750,"Dublé Almeyda 3755, Ñuñoa",2D/2B,17.0,0.0,67.0,67.0,arriendo,departamento
5024534,"Bustos, Providencia",2D/2B,17.0,0.0,65.0,68.0,arriendo,departamento
5037371,"Avenida Los Leones 2161, Providencia",1D/1B,17.0,0.0,50.0,52.0,arriendo,departamento
5038559,"Vicuña Mackenna 3737, San Joaquín",2D/1B,17.0,0.0,42.0,44.0,arriendo,departamento
5038791,"Presidente Riesco / El Dante, Las Condes",1D/1B,17.0,0.0,40.0,42.0,arriendo,departamento
5037852,"San Martín 841, Santiago",2D/2B,17.0,0.0,55.0,57.0,arriendo,departamento
5034803,"IRARRAZAVAL / METRO ÑUÑOA, Ñuñoa",1D/1B,17.0,0.0,67.0,67.0,arriendo,departamento
5034887,"Domingo Faustino Sarmiento/Irarrazabal, Ñuñoa",1D/1B,17.0,0.0,50.0,50.0,arriendo,departamento
5037112,"Departamento Ñuñoa 2 Dormitorios 2 Baños 2 ESTACIONAMIENTOS Y Bodega, Ñuñoa",2D/2B,17.0,0.0,75.0,83.0,arriendo,departamento
5033960,"Pedro De VAldivia / Jose Domingo Cañas, Ñuñoa",2D/2B,17.0,0.0,56.0,59.0,arriendo,departamento
5034124,"Irarrázaval 425 - Departamento 1206, Ñuñoa",2D/2B,17.0,0.0,50.0,50.0,arriendo,departamento
5028592,"Plaza Ñuñoa - Gerona/Holanda, Ñuñoa",2D/2B,17.0,0.0,56.0,59.0,arriendo,departamento
5034632,"Eleodoro Yañez / Av. Pedro De Valdivia, Providencia",2D/1B,17.0,0.0,80.0,83.0,arriendo,departamento
5030636,"SECTOR METRO PEDRO DE VALDIVIA, PROVIDEN, Providencia",1D/1B,17.0,0.0,37.0,34.0,arriendo,departamento
4992384,"ARRIENDO DEPTO.NUEVO EN EL CORAZÓN DE PE, Huechuraba",2D/2B,17.0,0.0,70.0,74.0,arriendo,departamento
4530045,"*** PADRE HURTADO Y PRESIDENTE RIESCO, Las Condes",1D/1B,17.0,0.0,42.0,42.0,arriendo,departamento
5028020,"Tabancura / Av. Kennedy, Vitacura",1D/1B,17.0,0.0,52.0,59.0,arriendo,departamento
5031460,"A Pasos Del Metro Los Leones, Providencia",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5030280,"MALL SPORT 1D / Arriendo Con Y Sin Muebles Y Venta, Las Condes",1D/1B,17.0,0.0,43.0,51.0,arriendo,departamento
5033768,"Catedral, Santiago",3D/2B,17.0,0.0,75.0,77.0,arriendo,departamento
5031743,"San Martín 841, Santiago",2D/2B,17.0,0.0,55.0,57.0,arriendo,departamento
5012295,"Metro Santa Ana, Santiago",2D/2B,17.0,0.0,60.0,64.0,arriendo,departamento
5028020,"Tabancura / Av. Kennedy, Vitacura",1D/1B,17.0,0.0,52.0,59.0,arriendo,departamento
5031352,"CHILE ESPAÑA 725 / ESTACIONAMIENTO Y BODEGA, Ñuñoa",2D/2B,17.0,0.0,60.0,70.0,arriendo,departamento
5030214,"IRARRAZAVAL / METRO ÑUÑOA, Ñuñoa",1D/1B,17.0,0.0,67.0,67.0,arriendo,departamento
5031747,"METRO BLANQUEADO / COMPAÑÍA / PEDRO LEÓN UGALDE, Quinta Normal",3D/1B,17.0,0.0,56.0,59.0,arriendo,departamento
5029319,"Juan Montalvo 75, Las Condes",2D/2B,17.0,0.0,60.0,60.0,arriendo,departamento
5028358,"Paul Harris / Colón, Las Condes",3D/2B,17.0,0.0,61.0,65.0,arriendo,departamento
5025328,"SAN FCO DE ASIS / ALSACIA, Las Condes",1D/1B,17.0,0.0,45.0,51.0,arriendo,departamento
5027723,"Cauquenes / Irarrazaval, Ñuñoa",2D/2B,17.0,0.0,62.0,69.0,arriendo,departamento
4882475,"CANTA GALLO, Las Condes",1D/1B,17.0,0.0,45.0,69.0,arriendo,departamento
4938452,"San Ignacio De Loyola, San Miguel",3D/2B,17.0,0.0,77.0,96.0,arriendo,departamento
5025127,"Metro Alcantara, Las Condes",1D/1B,17.0,0.0,43.0,43.0,arriendo,departamento
5023046,"Mall Sport, Las Condes",1D/1B,17.0,0.0,43.0,51.0,arriendo,departamento
5023347,"Juan Montalvo 75 - Departamento 1212, Las Condes",2D/2B,17.0,0.0,55.0,65.0,arriendo,departamento
5024804,"Mall Sport, Las Condes",1D/1B,17.0,0.0,43.0,51.0,arriendo,departamento
4860528,"POCURO/LYON, Providencia",1D/1B,17.0,0.0,35.0,39.0,arriendo,departamento
4847402,"Nueva Providencia/Fidel Oteiza, Providencia",1D/1B,17.0,0.0,45.0,39.0,arriendo,departamento
4933763,"Andres Bello / Pedro De Valdivia, A 2 Cuadras Metro Pedro De Valdivia, Providencia",1D/1B,17.0,0.0,58.0,58.0,arriendo,departamento
5023269,"Cercano A Plaza Ñuñoa Y Campus Oriente P, Ñuñoa",1D/2B,17.0,0.0,58.0,62.0,arriendo,departamento
4992537,"Amplio Departamento !! Avda. Bustamante/ Metro Irarrazaval, Ñuñoa",2D/2B,17.0,0.0,70.0,144.0,arriendo,departamento
4953252,"Bustamante Con Matta, Metro Irarrazaval, Ñuñoa",2D/2B,17.0,0.0,60.0,66.0,arriendo,departamento
5023773,"Excelente Departamento!, Huechuraba",3D/2B,17.0,0.0,120.0,120.0,arriendo,departamento
5024572,"Alberto Undurraga - Pedro Fontova, Huechuraba",3D/2B,17.0,0.0,68.0,72.0,arriendo,departamento
5019538,"Metro Ines De Suárez, Providencia",2D/2B,17.0,0.0,60.0,70.0,arriendo,departamento
5018288,"Román Díaz/Eliodoro Yañez, Providencia",1D/1B,17.0,0.0,54.0,61.0,arriendo,departamento
5020614,"Marcel Duhaut / Amapolas, Providencia",1D/1B,17.0,0.0,40.0,45.0,arriendo,departamento
5020730,"KENNEDY CON VESPUCIO, TORRES SAN LUIS, 2, Las Condes",2D/2B,17.0,0.0,70.0,73.0,arriendo,departamento
5020258,"AV. QUILíN, Macul",2D/2B,17.0,0.0,54.0,54.0,arriendo,departamento
5020340,"Metro Monseñor Eyzaguirre/irarrazabal, Ñuñoa",3D/2B,17.0,0.0,80.0,54.0,arriendo,departamento
5022216,"José Domingo Cañas 2550 - Departamento 103, Ñuñoa",2D/2B,17.0,0.0,80.0,87.0,arriendo,departamento
5020819,"Ricardo Cumming, Santiago",3D/2B,17.0,0.0,83.0,83.0,arriendo,departamento
4971196,"Depto Con Estacionamiento Y Bodega - Domeyko 1999, Santiago",2D/2B,17.0,0.0,51.7,58.7,arriendo,departamento
5020921,"Bartolo Soto / Gladys, San Miguel",2D/2B,17.0,0.0,53.0,61.0,arriendo,departamento
5020468,"Colombia / Walker Martínez, La Florida",3D/1B,17.0,0.0,70.0,72.0,arriendo,departamento
4975942,"LA GLORIA / APOQUINDO, Las Condes",1D/1B,17.0,0.0,30.0,40.0,arriendo,departamento
4975896,"METRO MANQUEHUE, Las Condes",1D/1B,17.0,0.0,47.0,47.0,arriendo,departamento
5021123,"Tegualda 1662 (+ Bod), Ñuñoa",1D/1B,17.0,0.0,45.0,47.0,arriendo,departamento
5019005,"Al Lado De Mall Plaza Egaña La Reina, La Reina",1B,17.0,0.0,45.0,47.0,arriendo,departamento
4991866,"Consistorial / Departamental, Peñalolén",2D/2B,17.0,0.0,65.0,69.0,arriendo,departamento
4991874,"Consistorial / Departamental, Peñalolén",2D/2B,17.0,0.0,65.0,69.0,arriendo,departamento
5019986,"Manuel Montt / Sucre, Ñuñoa",2D/2B,17.0,0.0,73.0,84.0,arriendo,departamento
4967624,"Los Leones / Sucre, Ñuñoa",2D/2B,17.0,0.0,45.63,67.96,arriendo,departamento
4986611,"METRO SIMON BOLIVAR, Ñuñoa",2D/2B,17.0,0.0,73.0,78.0,arriendo,departamento
5015764,"Lyon Con Costanera, Providencia",1D/1B,17.0,0.0,37.0,39.0,arriendo,departamento
4994881,"COLON - TOMAS MORO, Las Condes",1D/1B,17.0,0.0,40.0,40.0,arriendo,departamento
5015632,"Av San José De La Sierra // Mall Sport // Instituto Hebreo, Las Condes",1D/1B,17.0,0.0,43.0,50.0,arriendo,departamento
5033550,"Tegualda 1662, Ñuñoa",1D/1B,17.0,0.0,40.94,50.86,arriendo,departamento
5013302,"Los Militares /Alonso De Cordova, Las Condes",1D/1B,17.0,0.0,45.0,45.0,arriendo,departamento
5013637,"METRO SANTA LUCIA / SAN ISIDRO, Santiago",1D/1B,17.0,0.0,36.0,74.0,arriendo,departamento
5013642,"SAN ISIDRO / METRO SANTA LUCIA, Santiago",1D/1B,17.0,0.0,36.0,38.0,arriendo,departamento
5010821,"Santa María, Sheraton, Providencia",1D/1B,17.0,0.0,35.0,45.0,arriendo,departamento
5010833,"Rosas / Metro Santa Ana / Amunategui, Santiago",2D/2B,17.0,0.0,58.0,62.0,arriendo,departamento
5008844,"Avenida La Paz / Independencia, Independencia",3D/2B,17.0,0.0,63.0,68.0,arriendo,departamento
5009681,"Metro El Golf / Roger De Flor, Las Condes",1D/1B,17.0,0.0,40.0,48.0,arriendo,departamento
4971753,"Pedro Fontova 7788, Huechuraba",2D/2B,17.0,0.0,69.8,74.16,arriendo,departamento
5006536,"Colon- Guanabara, Las Condes",1D/1B,17.0,0.0,40.0,40.0,arriendo,departamento
4973310,"EXCELENTE, RICARDO MATTE PEREZ AMOBLADO,, Providencia",1D/1B,17.0,0.0,45.0,55.0,arriendo,departamento
5008108,"Zañartu 2200, Ñuñoa",2D/2B,17.0,0.0,57.0,61.0,arriendo,departamento
4935777,"Providencia // P. De Valdivia // Amoblad, Providencia",1D/1B,17.0,0.0,38.0,38.0,arriendo,departamento
5007099,"Vergara / Claudio Gay, Santiago",3D/2B,17.0,0.0,80.0,80.0,arriendo,departamento
5003666,"Lyon Con Providencia, Providencia",1D/1B,17.0,0.0,30.0,30.0,arriendo,departamento
4987677,"Av Pedro De Valdivia - J. Domingo Cañas, Ñuñoa",2D/2B,17.0,0.0,77.0,80.0,arriendo,departamento
4352314,"Plaza De Armas / Portal Fernandez Concha, Santiago",1D/1B,17.0,0.0,50.0,50.0,arriendo,departamento
4964720,"CARMENCITA / ISIDORA GOYENECHEA, Las Condes",1D/1B,17.0,0.0,40.0,52.0,arriendo,departamento
5000418,"Cuadro Verde Con Las Parcelas, Estación Central",3D/2B,17.0,0.0,70.0,70.0,arriendo,departamento
5002069,"LIRA CON ARGOMEDO, Santiago",2D/2B,17.0,0.0,2.0,70.0,arriendo,departamento
4992779,"Guanabara / Colon, Las Condes",1D/1B,17.0,0.0,40.0,40.0,arriendo,departamento
4973279,"AMPLIO DEPARTAMENTO / PRESIDENTE RIESCO De 1 Dormitorio, Incluye ESTACIONAMIENTO Y Bodega, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4977105,"Metro Pedro De Valdivia, Providencia",1D/1B,17.0,0.0,38.0,40.0,arriendo,departamento
4986574,"Mar Del Plata 1937, Providencia",2D/2B,17.0,0.0,50.0,55.0,arriendo,departamento
4990274,"Av. Suecia / El Vergel, Providencia",2D/2B,17.0,0.0,55.0,60.0,arriendo,departamento
4903227,"Hannover 5730 - Departamento 210, La Reina",1D/1B,17.0,0.0,45.0,55.0,arriendo,departamento
4954342,"LARRAÍN/AVENIDA OSSA, La Reina",2D/2B,17.0,0.0,40.0,55.0,arriendo,departamento
4937049,"Metro Los Leones / Andres De Fuenzalida, Providencia",2D/1B,17.0,0.0,80.0,80.0,arriendo,departamento
4949281,"Canal 13 - Metro Salvador, Providencia",1D/1B,17.0,0.0,42.0,48.0,arriendo,departamento
4961075,"Av Providencia / Salvador, Providencia",1D/1B,17.0,0.0,46.0,50.0,arriendo,departamento
4992779,"Guanabara / Colon, Las Condes",1D/1B,17.0,0.0,40.0,40.0,arriendo,departamento
4973279,"AMPLIO DEPARTAMENTO / PRESIDENTE RIESCO De 1 Dormitorio, Incluye ESTACIONAMIENTO Y Bodega, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4879256,"Metro El Llano - Carlos Valdovinos, San Miguel",2D/2B,17.0,0.0,53.0,56.0,arriendo,departamento
4936753,"Metro Ciudad Del Niño, San Miguel",3D/2B,17.0,0.0,70.0,70.0,arriendo,departamento
4990545,"Metro Santa Lucía - San Isidro / Marcole, Santiago",2D/2B,17.0,0.0,52.0,54.0,arriendo,departamento
4977812,"Diagonal Paraguay Con Portugal - Central - Tranquilo - English Below, Santiago",3D/2B,17.0,0.0,65.0,70.0,arriendo,departamento
4977920,"Lira 570, Santiago",2D/2B,17.0,0.0,55.0,62.5,arriendo,departamento
4931476,"LIRA 560, Santiago",2D/2B,17.0,0.0,50.5,56.0,arriendo,departamento
4939556,"Presidente Balmaceda 2720, Santiago",3D/2B,17.0,0.0,56.0,61.0,arriendo,departamento
4856659,"Américo Vespucio/El Rosal, Maipú",3D/2B,17.0,0.0,75.0,61.0,arriendo,departamento
4789686,"Metro Bellas Artes, Santiago",1D/1B,17.0,0.0,45.0,45.0,arriendo,departamento
4972650,"P. Fontova - A. Undurraga, Huechuraba, Huechuraba",3D/2B,17.0,0.0,70.0,70.0,arriendo,departamento
4982798,"Holanda Con Simón Bolivar A 5 Minutos De Plaza Ñuñoa Y Metro, Ñuñoa",2D/2B,17.0,0.0,65.0,70.0,arriendo,departamento
4983464,"Pedro De VAldivia / Jose Domingo Cañas, Ñuñoa",2D/2B,17.0,0.0,56.0,59.0,arriendo,departamento
4992811,"EXEQUIEL FERNANDEZ / LAS ENCINAS, Ñuñoa",2D/2B,17.0,0.0,60.0,63.0,arriendo,departamento
4972869,"Exequiel Fernandez/Las Encinas, Ñuñoa",2D/2B,17.0,0.0,65.0,63.0,arriendo,departamento
4970331,"Metro Los Orientales, Ñuñoa",3D/1B,17.0,0.0,72.0,76.0,arriendo,departamento
4949906,"BREMEN ESQUINA IRARRAZ, Ñuñoa",2D/2B,17.0,0.0,75.0,75.0,arriendo,departamento
4952116,"Metro Irarrázaval, Ñuñoa",2D/2B,17.0,0.0,51.0,51.0,arriendo,departamento
4941340,"Moderno Cerca De Barrio Italia, Ñuñoa",2D/2B,17.0,0.0,58.0,65.0,arriendo,departamento
4954342,"LARRAÍN/AVENIDA OSSA, La Reina",2D/2B,17.0,0.0,40.0,65.0,arriendo,departamento
4964729,"VECINAL / NAPOLEON, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4931630,"Plaza Peru, Las Condes",1D/1B,17.0,0.0,45.0,42.0,arriendo,departamento
4316048,"AV LAS CONDES / ESTORIL, Las Condes",1D/1B,17.0,0.0,38.0,48.0,arriendo,departamento
4920387,"Sucre / Suecia, Ñuñoa",2D/2B,17.0,0.0,70.0,75.0,arriendo,departamento
4862872,"El Trovador 4315, Las Condes",1D/1B,17.0,0.0,40.0,45.0,arriendo,departamento
4896767,"METRO Egaña NUEVO 1D, Ñuñoa",1D/1B,17.0,0.0,36.0,46.0,arriendo,departamento
4880805,"Morandé 707 - Departamento 1403, Santiago",2D/2B,17.0,0.0,61.0,61.0,arriendo,departamento
4681912,"Celia Solar 87, San Joaquín",3D/2B,17.0,0.0,75.0,78.0,arriendo,departamento
4858143,"El Rodeo / Camino Central, Lo Barnechea",1D/1B,17.0,0.0,44.0,44.0,arriendo,departamento
4826144,"Almirante Simpson S, Providencia",1D/1B,17.0,0.0,60.0,125.0,arriendo,departamento
4816618,"Manuel Montt / 11 De Septiembre, Providencia",1D/1B,17.0,0.0,40.0,40.0,arriendo,departamento
4787003,"San Pío X / Hernando De Aguirre, Providencia",1D/1B,17.0,0.0,63.0,76.0,arriendo,departamento
5004160,"DEPTOS LOS LINGUES - LOS PRESIDENTES, Peñalolén",2D/2B,17.0,0.0,71.0,76.0,arriendo,departamento
5031031,"Padre Mariano / Providencia, Providencia",2D/1B,17.0,0.0,75.0,75.0,arriendo,departamento
4976344,"Avenida La Dehesa 180 - Departamento 73A, Lo Barnechea",2D/2B,17.0,0.0,65.0,73.0,arriendo,departamento
4766181,"Barrio Universitario / Cercano Metro República. AMOBLADO, Santiago",2D/2B,17.0,0.0,53.0,53.0,arriendo,departamento
4919973,"Callao 3600, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4621650,"Barrio Universitario / Cercano Metro República, Santiago",2D/2B,17.0,0.0,53.0,53.0,arriendo,departamento
4623050,"Presidente Riesco/San Sebastián, Las Condes",1D/1B,17.0,0.0,47.0,47.0,arriendo,departamento
4960325,"METRO EL LLANO - Fernando Lazcano / El L, San Miguel",3D/2B,17.0,0.0,78.0,87.0,arriendo,departamento
4831070,"Raul Labbe / Padre Alfredo Arteaga, Lo Barnechea",3D/2B,17.0,0.0,68.0,68.0,arriendo,departamento
5009876,"Se Arrienda Depto. Nuevo De 3D + 2B + 2 Terrazas A 4 Cuadras Del Metro Vicente Valdés. Estacionamiento Y Bodega., La Florida",3D/2B,17.0,0.0,65.0,76.0,arriendo,departamento
5028445,"Profesor Juan Gómez Millas 2700, Ñuñoa",2D/2B,17.0,0.0,70.0,77.0,arriendo,departamento
5039124,"Cauquenes Irarrazabal, Ñuñoa",2D/2B,17.0,0.0,60.0,67.0,arriendo,departamento
5026223,"Padre Hurtado Central, Las Condes",1D/1B,17.0,0.0,25.0,28.0,arriendo,departamento
5015393,"Avenida Vitacura 3082 - Departamento 32, Vitacura",2D/2B,17.0,0.0,90.0,90.0,arriendo,departamento
5015901,"Avenida Vitacura 3082 - Departamento 32, Vitacura",2D/2B,17.0,0.0,90.0,90.0,arriendo,departamento
5028445,"Profesor Juan Gómez Millas 2700, Ñuñoa",2D/2B,17.0,0.0,70.0,77.0,arriendo,departamento
5039124,"Cauquenes Irarrazabal, Ñuñoa",2D/2B,17.0,0.0,60.0,67.0,arriendo,departamento
5030252,"Santa Victoria 210 - Departamento 112, Santiago",3D/2B,17.0,0.0,66.0,71.0,arriendo,departamento
5034070,"Pedro De Valdivia Norte - Hotel Sheraton, Providencia",1D/1B,17.0,0.0,37.0,40.0,arriendo,departamento
5034786,"METRO ESCUELA MILITAR/ CRUZ DEL SUR / VESPUCIO SUR, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5036117,"APOQUINDO / AUGUSTO LEGUIA / NAPOLEON, Las Condes",1D/1B,17.0,0.0,49.0,56.0,arriendo,departamento
5033656,"H. COVARRUBIAS 30// 2D 2B, PLAZA EGAÑA, Ñuñoa",2D/2B,17.0,0.0,57.0,60.0,arriendo,departamento
5006169,"Banco Itaú-disponibilidad Inmediata,muy Buen Sector De Ñuñoa, Ñuñoa",2D/2B,17.0,0.0,58.0,66.0,arriendo,departamento
5028510,"Excelente / Almirante Latorre, Santiago",2D/2B,17.0,0.0,50.0,50.0,arriendo,departamento
4946323,"Avenida Los Leones 1727 - Departamento 707, Providencia",1D/1B,17.0,0.0,35.0,35.0,arriendo,departamento
5031332,"Av. El Cerro, Providencia",1D/1B,17.0,0.0,35.0,41.0,arriendo,departamento
5031334,"AVENIDA SANTA MARIA, Providencia",1D/1B,17.0,0.0,38.0,45.0,arriendo,departamento
5033050,"Avenida Los Leones 1727, Providencia",1D/1B,17.0,0.0,38.0,38.0,arriendo,departamento
4986286,"Los Leones Con Pocuro, Frente Plaza La Alcaldesa, Providencia",1D/1B,17.0,0.0,40.0,41.0,arriendo,departamento
5033892,"Metro Ñuñoa, Ñuñoa",2D/2B,17.0,0.0,84.0,95.0,arriendo,departamento
5031927,"JULIO PRADO 1900, Ñuñoa",2D/2B,17.0,0.0,65.0,77.0,arriendo,departamento
5031942,"JULIO PRADO 1900, Ñuñoa",2D/2B,17.0,0.0,65.0,77.0,arriendo,departamento
5022364,"Hamlet / Torcazas, Las Condes",1D/1B,17.0,0.0,50.0,50.0,arriendo,departamento
4836305,"Pontevedra 1112 - Departamento 54, Las Condes",2D/2B,17.0,0.0,55.0,60.0,arriendo,departamento
5028187,"THAYER OJEDA ELIODORO YAÑEZ - SIN MUEBLES - EXCELENTE UBICACIÓN, Providencia",1D/1B,17.0,0.0,50.0,64.0,arriendo,departamento
5027885,"Metro Escuela Militar, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5025861,"SUCRE / JULIO PRADO, Ñuñoa",2D/2B,17.0,0.0,64.0,73.0,arriendo,departamento
4836305,"Pontevedra 1112 - Departamento 54, Las Condes",2D/2B,17.0,0.0,55.0,60.0,arriendo,departamento
5027885,"Metro Escuela Militar, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5024498,"METRO BAQUEDANO, Providencia",1D/1B,17.0,0.0,40.0,45.0,arriendo,departamento
5023468,"Av Santa Maria, Providencia",1D/1B,17.0,0.0,38.0,45.0,arriendo,departamento
5017025,"Metro Irarrázaval - Jose Domingo Cañas, Ñuñoa",2D/2B,17.0,0.0,76.0,76.0,arriendo,departamento
5023303,"METRO ESCUELA MILITAR/ CRUZ DEL SUR / VESPUCIO SUR, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5022148,"Avenida La Florida, La Florida",3D/2B,17.0,0.0,68.0,68.0,arriendo,departamento
5022201,"Metro Escuela Militar, Las Condes",1D/1B,17.0,0.0,42.0,48.0,arriendo,departamento
5019242,"Cruz Del Sur 399 - Departamento 701, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
5017888,"Juana De Arco 2069 - Departamento 65, Providencia",2D/2B,17.0,0.0,70.0,78.0,arriendo,departamento
5018271,"Huérfanos 1400, Santiago",3D/2B,17.0,0.0,80.0,86.0,arriendo,departamento
4983197,"Julio Prado, Ñuñoa",2D/2B,17.0,0.0,60.0,66.0,arriendo,departamento
4882226,"Av. Las Condes/Estoril, Las Condes",1B,17.0,0.0,43.0,55.0,arriendo,departamento
4694567,"Escandinavia 435, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
5018920,"APOQUINDO / GENERAL CAROL URZUA, Las Condes",1D/1B,17.0,0.0,65.0,65.0,arriendo,departamento
5014477,"Avenida Vicuña Mackenna, La Florida",3D/2B,17.0,0.0,78.0,72.0,arriendo,departamento
5012553,"Parque Almagro - Metro Parque Almagro, Santiago",2D/2B,17.0,0.0,57.0,62.0,arriendo,departamento
5012554,"Parque Almagro - Metro Parque Almagro, Santiago",2D/2B,17.0,0.0,57.0,62.0,arriendo,departamento
4970617,"La Concepción / Walker Martínez, La Florida",2D/2B,17.0,0.0,79.0,86.0,arriendo,departamento
5000391,"Clinica Santa María, Providencia",1D/1B,17.0,0.0,38.0,83.0,arriendo,departamento
5002163,"DBS Propiedades Arrienda Hermoso Departamento 2dorm/ 2 Baño, Ñuñoa",2D/2B,17.0,0.0,62.0,127.0,arriendo,departamento
4573230,"Santa Beatriz/Metro Manuel Montt, Providencia",1D/1B,17.0,0.0,40.0,42.0,arriendo,departamento
4983603,"Rinconada El Salto 945 - Departamento 802, Huechuraba",2D/2B,17.0,0.0,95.0,110.0,arriendo,departamento
4997674,"PROPIEDADES JHJ !!ARRIENDA HERMOSO DEPARTAMENTO!! CERCANO A MALL COLEGIOS!!EXCELENTE UBICACIÓN!!, Huechuraba",3D/2B,17.0,0.0,90.0,90.0,arriendo,departamento
4940504,"Patronato - Dardignac / Loreto, Recoleta",2D/2B,17.0,0.0,50.0,52.0,arriendo,departamento
4938923,"Irarrázaval 2042, Ñuñoa",2D/2B,17.0,0.0,50.0,55.0,arriendo,departamento
4971215,"MANUEL DE SALAS / SIMÒN BOLIVAR, Ñuñoa",2D/2B,17.0,0.0,48.0,50.0,arriendo,departamento
4924348,"El Trovador 4315, Las Condes",1D/1B,17.0,0.0,40.0,48.0,arriendo,departamento
4934416,"Metro Escuela Militar, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4983484,"Parque Arbolado En Peñalolen, Peñalolén",2D/2B,17.0,0.0,70.0,82.0,arriendo,departamento
4982103,"Macul 2470, Macul",3D/2B,17.0,0.0,75.0,86.0,arriendo,departamento
4573230,"Santa Beatriz/Metro Manuel Montt, Providencia",1D/1B,17.0,0.0,40.0,42.0,arriendo,departamento
4983603,"Rinconada El Salto 945 - Departamento 802, Huechuraba",2D/2B,17.0,0.0,95.0,110.0,arriendo,departamento
4997674,"PROPIEDADES JHJ !!ARRIENDA HERMOSO DEPARTAMENTO!! CERCANO A MALL COLEGIOS!!EXCELENTE UBICACIÓN!!, Huechuraba",3D/2B,17.0,0.0,90.0,90.0,arriendo,departamento
4940504,"Patronato - Dardignac / Loreto, Recoleta",2D/2B,17.0,0.0,50.0,52.0,arriendo,departamento
4936101,"AV. PERU / SANTOS DUMONT, Recoleta",3D/2B,17.0,0.0,70.0,73.0,arriendo,departamento
4954656,"José Victorino Lastarria 0, Santiago",2D/2B,17.0,0.0,60.0,60.0,arriendo,departamento
4961409,"Santo Domingo 673, Santiago",3D/2B,17.0,0.0,50.0,50.0,arriendo,departamento
4971589,"NUEVO STGO CENTRO 2D 2B Eyzaguirre 819, Santiago",2D/2B,17.0,0.0,75.0,85.0,arriendo,departamento
4979809,"Rosal/ Metro Bellas Artes, Santiago",2D/2B,17.0,0.0,60.0,60.0,arriendo,departamento
4996896,"Santa Isabel 353 - Departamento 1413, Santiago",2D/2B,17.0,0.0,65.0,67.0,arriendo,departamento
4794835,"General Carol Urzúa 7030, Las Condes",1D/1B,17.0,0.0,40.0,46.0,arriendo,departamento
4977636,"AVDA LAS CONDES, Las Condes",1D/1B,17.0,0.0,39.38,48.21,arriendo,departamento
4996377,"LA PORTADA DE VITACURA / PDTE. RIESCO, Las Condes",3D/2B,17.0,0.0,90.0,90.0,arriendo,departamento
4211585,"Vecinal 151, Las Condes",1D/1B,17.0,0.0,55.0,61.0,arriendo,departamento
4924337,"El Trovador 4315, Las Condes",1D/1B,17.0,0.0,40.0,48.0,arriendo,departamento
4916150,"La Gloria 34 - Departamento 19, Las Condes",1D/1B,17.0,0.0,45.0,48.0,arriendo,departamento
4189293,"Capellán Abarzúa 240, Providencia",1D/1B,17.0,0.0,40.0,42.0,arriendo,departamento
4893857,"Apoquindo / Estadio Italiano, Las Condes",1D/1B,17.0,0.0,44.0,54.0,arriendo,departamento
4708123,"Nataniel Cox 223, Santiago",2D/1B,17.0,0.0,50.0,60.0,arriendo,departamento
4984127,"Avenida Los Leones 2730, Providencia",2D/2B,17.0,0.0,65.0,70.0,arriendo,departamento
4881858,"HOLANDA/ELIODORO YAÑEZ, Providencia",3D/2B,17.0,0.0,77.0,77.0,arriendo,departamento
4859015,"Santa Julia 77, Ñuñoa",2D/2B,17.0,0.0,65.0,115.0,arriendo,departamento
4830178,"Pedro De Valdivia, Providencia",1D/1B,17.0,0.0,36.0,45.0,arriendo,departamento
4850772,"Warren Smith - METRO- Av Apoquindo, Las Condes",1D/1B,17.0,0.0,56.0,62.0,arriendo,departamento
4734358,"Metro Toesca, Santiago",3D/2B,17.0,0.0,87.0,87.0,arriendo,departamento
3233926,"Av Kennedy / Manquehue 952, Las Condes",1D/1B,17.0,0.0,38.0,53.0,arriendo,departamento
4811862,"Cerro El Plomo, Las Condes",1D/1B,17.0,0.0,45.0,50.0,arriendo,departamento
4796571,"Irarrazaval / Coventry, Ñuñoa",2D/2B,17.0,0.0,62.0,62.0,arriendo,departamento
4795301,"Avenida Perú / Santos Dumont, Recoleta",2D/2B,17.0,0.0,70.0,76.0,arriendo,departamento
5031413,"Alcantara, Las Condes",2D/1B,17.0,0.0,60.0,60.0,arriendo,departamento
