Codigo,Direccion,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
3922785,"Barrio Londres - Metro Santa Lucia, Santiago",1D/1B,2300.0,0.0,38.0,41.0,venta,departamento
4184583,"Argomedo, Santiago",1D/1B,2300.0,0.0,39.0,41.0,venta,departamento
4350702,"Lord Cochrane Con Victoria, Santiago",1D/1B,2300.0,0.0,28.0,30.0,venta,departamento
4518575,"Monjitas/Mac Iver, Santiago Centro, Santiago",1D/1B,2300.0,0.0,32.09,32.09,venta,departamento
5006892,"Argomedo, Santiago",1D/1B,2300.0,0.0,39.0,41.0,venta,departamento
4988375,"Vital Apoquindo, Las Condes",2D/1B,2300.0,0.0,44.0,44.0,venta,departamento
4987960,"CARMEN, STA ISABEL COMO NUEVO, San Miguel",1D/1B,2300.0,0.0,37.0,40.0,venta,departamento
4986982,"LOS HEROES, COMO NUEVO, BODEGA Y TERRAZA, Santiago",1D/1B,2300.0,0.0,33.0,35.0,venta,departamento
4990247,"Metro Hospitales, Independencia",3D/1B,2300.0,0.0,45.0,47.0,venta,departamento
4990912,"San Francisco, Santiago",2D/1B,2300.0,0.0,43.0,45.0,venta,departamento
4990583,"Metro Toesca - Vergara/Blanco Encalada, Santiago",1D/1B,2300.0,0.0,34.0,36.0,venta,departamento
4993593,"Av. Padre Alberto Hurtado, Estación Central",2D/1B,2300.0,0.0,47.0,54.0,venta,departamento
4991845,"San Francisco / Metro U. De Chile, Santiago",2D/1B,2300.0,0.0,44.0,44.0,venta,departamento
5001440,"Walker Martínez / Colombia, La Florida",2D/2B,2300.0,0.0,47.0,53.5,venta,departamento
4998652,"Plaza De Armas - Mac Iver--Miraflores--S, Santiago",1D/1B,2300.0,0.0,30.0,30.0,venta,departamento
4994458,"Mario Kreutzberger / Rosas, Santiago",2D/1B,2300.0,0.0,50.0,50.0,venta,departamento
4997643,"Lord Cochrane 376, Santiago",1D/1B,2300.0,0.0,32.0,32.0,venta,departamento
4795065,"Marin 440, Santiago",1D/1B,2300.0,0.0,32.0,32.0,venta,departamento
4807080,"GRAN AVENIDA /SALESIANOS VIVA PROPIEDADES VENDE!!!!, San Miguel",1D/1B,2300.0,0.0,33.0,42.0,venta,departamento
4811130,"METRO BELLAS ARTES, Santiago",1D/1B,2300.0,0.0,29.0,42.0,venta,departamento
4741854,"JUAN DE BARROS 3885, Quinta Normal",3D/1B,2300.0,0.0,45.0,47.84,venta,departamento
4750608,"SANTA ELENA / PORVENIR, Santiago",1D/1B,2300.0,0.0,31.0,31.0,venta,departamento
4745102,"Edificio Gran Plaza, Membrillar, La Florida",1D/1B,2300.0,0.0,45.0,45.0,venta,departamento
4776826,"Metro Santa Ana - Amunátegui/ Rosas, Santiago",1D/1B,2300.0,0.0,34.0,36.0,venta,departamento
4004701,"San Isidro 250, Santiago",1D/1B,2300.0,0.0,30.0,30.0,venta,departamento
3922785,"Barrio Londres - Metro Santa Lucia, Santiago",1D/1B,2300.0,0.0,38.0,41.0,venta,departamento
4184583,"Argomedo, Santiago",1D/1B,2300.0,0.0,39.0,41.0,venta,departamento
4350702,"Lord Cochrane Con Victoria, Santiago",1D/1B,2300.0,0.0,28.0,30.0,venta,departamento
4518575,"Monjitas/Mac Iver, Santiago Centro, Santiago",1D/1B,2300.0,0.0,32.09,32.09,venta,departamento
4852555,"Santa Rosa / Marín, Santiago",2D/1B,2300.0,0.0,43.0,45.0,venta,departamento
4844217,"Inversionista / San Diego, Santiago",1D/1B,2300.0,0.0,32.0,32.0,venta,departamento
4859348,"Merced 356 - Departamento 701, Santiago",1D/1B,2300.0,0.0,28.0,28.0,venta,departamento
4882383,"Walker Martinez/Colombia - Av. La Florid, La Florida",2D/2B,2300.0,0.0,45.0,52.0,venta,departamento
4912489,"Las Heras Con Santa Isabel, Santiago",1D/1B,2300.0,0.0,46.0,46.0,venta,departamento
4920691,"Edificio Independencia Park - Leonor Cep, Independencia",2D/1B,2300.0,0.0,46.0,46.0,venta,departamento
4926281,"Metro Toesca - Blanco Encalada, Santiago",1D/1B,2300.0,0.0,35.0,36.0,venta,departamento
4895876,"Eleuterio Ramirez, Santiago",1D/1B,2300.0,0.0,40.0,40.0,venta,departamento
4901184,"SANTA ISABEL/METRO TOESCA, Santiago",1D/1B,2300.0,0.0,38.0,40.0,venta,departamento
4905885,"General Mackenna, Santiago",1D/1B,2300.0,0.0,27.0,27.0,venta,departamento
5034755,"Walker Martínez / Colombia, La Florida",2D/2B,2300.0,0.0,47.0,53.5,venta,departamento
5033958,"Nicasio Retamales 115, Estación Central",2D/1B,2300.0,0.0,43.0,45.0,venta,departamento
5038812,"Metro Ñuble, Santiago",2D/1B,2300.0,0.0,36.0,38.0,venta,departamento
5029594,"METRO SAN MIGUEL, San Miguel",1D/1B,2300.0,0.0,40.0,40.0,venta,departamento
5028261,"Avda Manuel Antonio Matta, Santiago",1D/1B,2300.0,0.0,31.0,31.0,venta,departamento
5023261,"Av. Cuadro Verde, Estación Central",2D/1B,2300.0,0.0,40.0,47.0,venta,departamento
5021080,"Metro Moneda / Parque Almagro, Santiago",2D/2B,2300.0,0.0,47.0,50.0,venta,departamento
5021738,"CARMEN 616, Santiago",1D/1B,2300.0,0.0,30.0,30.0,venta,departamento
5012460,"Manuel Antonio Matta / Chiloé, Santiago",1D/1B,2300.0,0.0,30.0,31.0,venta,departamento
5005696,"Invierte En Verde En Consolidado Barrio Yungay, Santiago",1D/1B,2300.0,0.0,39.0,39.0,venta,departamento
5009294,"Metro Avenida Matta/Marina De Gaete / Ch, Santiago",1D/1B,2300.0,0.0,30.0,31.0,venta,departamento
5009791,"Departamento 3D1B + Estacionamiento, Metro Cercano, La Cisterna",3D/1B,2300.0,0.0,65.0,65.0,venta,departamento
5006892,"Argomedo, Santiago",1D/1B,2300.0,0.0,39.0,41.0,venta,departamento
4988375,"Vital Apoquindo, Las Condes",2D/1B,2300.0,0.0,44.0,44.0,venta,departamento
4987960,"CARMEN, STA ISABEL COMO NUEVO, San Miguel",1D/1B,2300.0,0.0,37.0,40.0,venta,departamento
4986982,"LOS HEROES, COMO NUEVO, BODEGA Y TERRAZA, Santiago",1D/1B,2300.0,0.0,33.0,35.0,venta,departamento
4990247,"Metro Hospitales, Independencia",3D/1B,2300.0,0.0,45.0,47.0,venta,departamento
4990912,"San Francisco, Santiago",2D/1B,2300.0,0.0,43.0,45.0,venta,departamento
4990583,"Metro Toesca - Vergara/Blanco Encalada, Santiago",1D/1B,2300.0,0.0,34.0,36.0,venta,departamento
4993593,"Av. Padre Alberto Hurtado, Estación Central",2D/1B,2300.0,0.0,47.0,54.0,venta,departamento
4991845,"San Francisco / Metro U. De Chile, Santiago",2D/1B,2300.0,0.0,44.0,44.0,venta,departamento
5001440,"Walker Martínez / Colombia, La Florida",2D/2B,2300.0,0.0,47.0,53.5,venta,departamento
4998652,"Plaza De Armas - Mac Iver--Miraflores--S, Santiago",1D/1B,2300.0,0.0,30.0,30.0,venta,departamento
4994458,"Mario Kreutzberger / Rosas, Santiago",2D/1B,2300.0,0.0,50.0,50.0,venta,departamento
4997643,"Lord Cochrane 376, Santiago",1D/1B,2300.0,0.0,32.0,32.0,venta,departamento
4964200,"Santa Victoria 9848 ., La Florida",1D/1B,2301.0,0.0,34.0,38.0,venta,departamento
4782754,"INVERSIONISTAS! Metro Departamental, San Miguel",1D/1B,2303.0,0.0,31.0,33.0,venta,departamento
4503826,"Metro La Cisterna, La Cisterna",3D/1B,2304.0,0.0,56.0,56.0,venta,departamento
4795728,"METRO MACUL / AVENIDA MACUL, Macul",1D/1B,2309.0,0.0,35.0,37.0,venta,departamento
4818280,"Dieciocho 420, Santiago",1D/1B,2310.0,0.0,41.0,41.0,venta,departamento
4736500,"Av. Independencia / Francia, Independencia",2D/1B,2315.0,0.0,51.66,54.06,venta,departamento
4903155,"Oportunidad De Inversion Dpto 601 2D+1B, Santiago, Santiago",2D/1B,2315.0,0.0,39.5,39.5,venta,departamento
5001680,"General Jofré, Metro Parque Bustamante, Santiago",1D/1B,2315.0,0.0,27.0,30.0,venta,departamento
4820137,"Sta Victoria / Metro Santa Lucia / (sta, Santiago",1D/1B,2320.0,0.0,31.0,34.0,venta,departamento
4682719,"Santa Elena 840, Santiago",1D/1B,2320.0,0.0,34.2,34.2,venta,departamento
4986977,"LORD COCHRANE, TERRAZAS, Santiago",3D/1B,2320.0,0.0,46.0,48.0,venta,departamento
4776610,"METRO CAMINO AGRICOLA/VICUÑA MACKENA, Macul",3D/1B,2321.0,0.0,77.0,48.0,venta,departamento
4837446,"Salomón Sack / Independencia, Independencia",3D,2321.0,0.0,64.0,66.0,venta,departamento
4683463,"UNIVERSIDAD CENTRAL, Santiago",3D/1B,2321.0,0.0,55.0,55.0,venta,departamento
3201836,"Independencia - Fermin Vivaceta, Independencia",3D/1B,2322.0,0.0,58.0,58.0,venta,departamento
4417946,"Cóndor 776 - Departamento 53, Santiago",2D/1B,2322.0,0.0,48.0,102.0,venta,departamento
5031795,"Santa Rosa 2530, San Joaquín",4D/2B,2322.0,0.0,80.0,80.0,venta,departamento
4957184,"Ciudad Del Este - Diego Portales Con San, Puente Alto",3D/2B,2322.0,0.0,51.0,53.0,venta,departamento
5016994,"Metro Bellas Artes, Studio OPORTUNIDAD, Santiago",1D/1B,2322.0,0.0,23.0,23.0,venta,departamento
4916887,"GRAN AVENIDA JOSE MIGUEL CARRERA/ALCALDE, San Miguel",2D/1B,2322.0,0.0,41.0,23.0,venta,departamento
4555268,"Carmen / Santa Isabel, Santiago",1D/1B,2322.0,0.0,37.0,37.0,venta,departamento
5031493,"Concón 67, Estación Central",2D/2B,2322.0,0.0,55.0,55.0,venta,departamento
5033408,"METRO IRARRÁZAVAL INVERSIÓN!, Santiago",2D/1B,2322.0,0.0,40.0,40.0,venta,departamento
4009922,"Avenida Americo Vespucio 1700, Cerrillos",3D/2B,2323.0,0.0,66.0,66.0,venta,departamento
5025555,"SE VENDE DPTO LA FLORIDA / METRO VICENTE VALDES, La Florida",2D/1B,2323.0,0.0,46.0,48.0,venta,departamento
5023512,"Rojas Magallanes-Ecuador, La Florida",2D/1B,2323.0,0.0,50.0,52.0,venta,departamento
4939934,"Metro Sta Lucía, 1D+1B+1Bod, Disponibilidad Inmediata!!!, Santiago",1D/1B,2323.0,0.0,33.0,36.0,venta,departamento
4987969,"PARQUE FLUVIAL, CON TERRAZA!, Santiago",3D/2B,2323.0,0.0,51.0,54.0,venta,departamento
4996582,"Av Americo Vespuccio, Peñalolén",3D/1B,2323.0,0.0,61.0,61.0,venta,departamento
5018465,"San Fernando, Cercano A Metro Conchalí, Conchalí",3D/1B,2323.0,0.0,60.0,60.0,venta,departamento
5012536,"Metro Plaza De Maipú - Pajaritos, Maipú",2D/1B,2323.0,0.0,49.0,60.0,venta,departamento
5011396,"Amunátegui/Catedral, Santiago",1D/1B,2324.0,0.0,45.0,45.0,venta,departamento
5012172,"CONSISTORIAL / GRECIA, Peñalolén",2D/1B,2324.0,0.0,60.0,60.0,venta,departamento
4163934,"Santiago, Región Metroplitana, Santiago",1D/1B,2324.0,0.0,40.0,40.0,venta,departamento
5008100,"CALLE “A” Av. La Florida Con Departamental, LA FLORIDA, Metro MACUL,, La Florida",3D/1B,2324.0,0.0,66.0,66.0,venta,departamento
4993704,"Av Macul, Macul",1D/1B,2324.0,0.0,33.0,36.0,venta,departamento
4950324,"Eleuterio Ramírez, Santiago",1D/1B,2324.0,0.0,31.0,31.0,venta,departamento
4919639,"ALAMEDA/METRO ECUADOR, Estación Central",1D/1B,2324.0,0.0,36.0,31.0,venta,departamento
5005976,"Belisario Prats / Inglaterra, Recoleta",2D/1B,2324.0,0.0,60.0,60.0,venta,departamento
4498001,"Ecuador, Estación Central",2D/1B,2325.0,0.0,57.0,59.0,venta,departamento
4498001,"Ecuador, Estación Central",2D/1B,2325.0,0.0,57.0,59.0,venta,departamento
5020171,"Metro Santa Ana - Santo Domingo/Amunateg, Santiago",1D/1B,2325.0,0.0,35.0,36.0,venta,departamento
4999034,"Vicuña Mackenna 1751, Ñuñoa",2D/1B,2325.0,0.0,48.0,48.0,venta,departamento
4940484,"Universidad De Santiago - Villa Portales, Estación Central",2D/1B,2325.0,0.0,70.0,48.0,venta,departamento
4940146,"Aviador Acevedo 1609, Conchalí",3D/1B,2325.0,0.0,49.0,49.0,venta,departamento
4939649,"Luis Matte Larrain 175, Puente Alto",3D/1B,2325.0,0.0,66.0,68.0,venta,departamento
4941463,"Eyzaguirre / San Diego, Santiago",2D/1B,2325.0,0.0,50.0,57.0,venta,departamento
4941514,"Metro Gruta De Lourdes/ Quinta Normal/ Inversión., Quinta Normal",2D/2B,2325.0,0.0,52.0,57.0,venta,departamento
4946844,"Independencia/Santos Dumont / Hospitales, Independencia",2D/1B,2325.0,0.0,39.0,41.0,venta,departamento
4946889,"METRO LA CISTERNA/Celia Zegers/ Gran Ave, La Cisterna",2D/2B,2325.0,0.0,65.0,41.0,venta,departamento
4958919,"SANTA VICTORIA -CARMEN , Pasos Metro, Santiago",1D/1B,2325.0,0.0,30.0,32.0,venta,departamento
4955960,"BRISAS DEL MAIPO, La Cisterna",2D/1B,2325.0,0.0,52.0,52.0,venta,departamento
4960808,"$65.000.000 SE VENDE DEPTO. A 3 CUADRAS DE METRO LAS REJAS, Estación Central",3D/1B,2325.0,0.0,60.0,60.0,venta,departamento
4959394,"Vivaceta / Gamero, Independencia",3D/1B,2325.0,0.0,58.0,58.0,venta,departamento
4962402,"Bezanilla 1410, Independencia",2D/1B,2325.0,0.0,48.0,48.0,venta,departamento
4969632,"OPORTUNIDAD - MODERNO Y SEMI NUEVO A PASOS DE METRO HOSPITALES NUEVA LINEA 3, Independencia",2D/2B,2325.0,0.0,56.0,56.0,venta,departamento
4969646,"OPORTUNIDAD - MODERNO Y SEMI NUEVO A PASOS DE METRO HOSPITALES NUEVA LINEA 3, Independencia",2D/2B,2325.0,0.0,54.0,54.0,venta,departamento
4968121,"Lunik 4777, Estación Central",3D/1B,2325.0,0.0,65.0,70.0,venta,departamento
4970235,"Alcalde Pedro Alarcón, San Miguel",2D/1B,2325.0,0.0,41.0,41.0,venta,departamento
4912218,"Claudio Arrau 8397, Pudahuel",3D/1B,2325.0,0.0,61.0,61.0,venta,departamento
4891122,"Eyzaguirre / Metro Almagro, Santiago",2D/1B,2325.0,0.0,53.0,55.0,venta,departamento
4845168,"Diego Portales // Av. Mexico, La Florida",3D/2B,2325.0,0.0,64.0,64.0,venta,departamento
4842770,"Walker Martinez / Tobalaba, La Florida",2D/1B,2325.0,0.0,54.0,54.0,venta,departamento
4842798,"Vicuña Mackenna / Jose Miguel Carrera, La Florida",3D/2B,2325.0,0.0,60.0,60.0,venta,departamento
4863163,"Avenida Vicuña Mackenna Oriente 6528, La Florida",2D/1B,2325.0,0.0,56.0,56.0,venta,departamento
4968121,"Lunik 4777, Estación Central",3D/1B,2325.0,0.0,65.0,70.0,venta,departamento
4970235,"Alcalde Pedro Alarcón, San Miguel",2D/1B,2325.0,0.0,41.0,41.0,venta,departamento
4912218,"Claudio Arrau 8397, Pudahuel",3D/1B,2325.0,0.0,61.0,61.0,venta,departamento
4891122,"Eyzaguirre / Metro Almagro, Santiago",2D/1B,2325.0,0.0,53.0,55.0,venta,departamento
4845168,"Diego Portales // Av. Mexico, La Florida",3D/2B,2325.0,0.0,64.0,64.0,venta,departamento
4842770,"Walker Martinez / Tobalaba, La Florida",2D/1B,2325.0,0.0,54.0,54.0,venta,departamento
4842798,"Vicuña Mackenna / Jose Miguel Carrera, La Florida",3D/2B,2325.0,0.0,60.0,60.0,venta,departamento
4863163,"Avenida Vicuña Mackenna Oriente 6528, La Florida",2D/1B,2325.0,0.0,56.0,56.0,venta,departamento
4996105,"Metro Cal Y Canto/Anibal Pinto/Costanera, Independencia",3D/1B,2325.0,0.0,54.0,56.0,venta,departamento
4993614,"Presidente Balmaceda 2088, Santiago",1D/1B,2325.0,0.0,35.0,36.0,venta,departamento
4990492,"Huérfanos 1400, Santiago",1D/1B,2325.0,0.0,31.0,31.0,venta,departamento
5030803,"Solo Inversionistas, Santiago",1D/1B,2326.0,0.0,36.0,38.0,venta,departamento
4651621,"Bandera, Santiago",1D/1B,2327.0,0.0,34.0,37.0,venta,departamento
4909526,"Isabel Riquelme Sur, Maipú",3D/1B,2327.0,0.0,55.0,60.0,venta,departamento
4992282,"EXCLUSIVOS DEPARTAMENTOS DE 1, 2 Y 3 DORMITORIOS, VENTA SIN COMISION, La Cisterna",1D/1B,2328.0,0.0,32.36,34.47,venta,departamento
4918963,"SARA GAJARDO, GAMERO, REMODELADO, Independencia",3D/1B,2328.0,0.0,62.0,62.0,venta,departamento
4636999,"METRO ECUADOR, Estación Central",3D/1B,2330.0,0.0,45.0,50.0,venta,departamento
4780857,"San Pablo / Av. Brasil, Santiago",1D/1B,2330.0,0.0,33.0,37.0,venta,departamento
4969013,"Metro Toesca, Santiago",2D/1B,2330.0,0.0,42.0,44.0,venta,departamento
5000188,"Metro Toesca, Santiago",2D/1B,2330.0,0.0,42.0,44.0,venta,departamento
5011450,"General Amengual 4491, Estación Central",2D/1B,2330.0,0.0,45.0,47.0,venta,departamento
5037295,"Cercanias Metro Toesca, Santiago",2D/1B,2330.0,0.0,42.0,44.0,venta,departamento
4906702,"Alcalde Pedro Alarcon / Metro San Miguel, San Miguel",2D/1B,2330.0,0.0,40.0,40.0,venta,departamento
4913617,"BRIONES LUCO / METRO LO OVALLE, La Cisterna",2D/1B,2332.0,0.0,42.0,46.0,venta,departamento
4895457,"Nogales Esquina Bulnes, San Bernardo",3D/2B,2332.0,0.0,70.0,70.0,venta,departamento
4898095,"Nogales / Bulnes, San Bernardo",3D/2B,2332.0,0.0,70.0,70.0,venta,departamento
4717672,"Lord Cochrane 181, Santiago",1D/1B,2332.0,0.0,36.0,36.0,venta,departamento
4873551,"Calle Vergara, Santiago",1D/1B,2333.0,0.0,38.0,38.0,venta,departamento
4801316,"MATTA / ARTURO PRAT, Santiago",2D/1B,2335.0,0.0,42.0,42.0,venta,departamento
4844178,"Vicuña Mackenna / José Miguel Carrera, La Florida",3D/1B,2335.0,0.0,58.0,58.0,venta,departamento
5030038,"AV LAS REJAS SUR/AV LAS REJAS SUR, Estación Central",1D/1B,2336.0,0.0,33.0,58.0,venta,departamento
4467875,"Avda Mapocho / General Velasquez, Quinta Normal",3D/2B,2337.0,0.0,59.0,66.0,venta,departamento
4835665,"Escuela Agricola, Macul",3D/1B,2338.0,0.0,73.0,73.0,venta,departamento
4501010,"La Cisterna 6778, La Cisterna",2D/1B,2339.0,0.0,38.64,42.23,venta,departamento
4534755,"VN-01 Vicuña Mackenna - Carlos Valdovino, San Joaquín",1D/1B,2339.0,0.0,38.64,42.23,venta,departamento
4574009,"LINDO DP 4TO PISO METRO PARQUE ALMAGRO, Santiago",2D/1B,2340.0,0.0,55.0,58.0,venta,departamento
4866277,"Vivaceta / Hipodromo, Independencia",2D/1B,2340.0,0.0,57.0,57.0,venta,departamento
4944471,"Metro El Llano - A Pasos Del Teatro Muni, San Miguel",2D/1B,2340.0,0.0,50.0,53.0,venta,departamento
5012231,"Escuela Cristal Chile, Padre Hurtado",2D/1B,2340.0,0.0,70.0,70.0,venta,departamento
4855662,"San Eugenio / Metro Ñuble, Ñuñoa",1D/1B,2340.0,0.0,31.0,31.0,venta,departamento
4832499,"Guernica 4560, Estación Central",3D/1B,2341.0,0.0,8.0,8.0,venta,departamento
4827135,"CARRASCAL 4929, Quinta Normal",3D/2B,2342.0,0.0,60.0,63.0,venta,departamento
4824380,"Belisario Prats / Inglaterra, Recoleta",2D/1B,2342.0,0.0,60.0,60.0,venta,departamento
3591735,"Santa Rosa / Porvenir, Santiago",2D/1B,2343.0,0.0,41.3,43.3,venta,departamento
4818853,"Vespucio / Independencia, Conchalí",3D/1B,2343.0,0.0,68.0,68.0,venta,departamento
4252429,"LA PAZ/LEZAETA, Recoleta",2D/2B,2343.0,0.0,58.0,58.0,venta,departamento
4987045,"Metro Hospitales, Independencia",3D/2B,2343.0,0.0,54.0,56.0,venta,departamento
4345393,"Avenida Fernández Albano 161 - Departamento 203, La Cisterna",2D/1B,2344.0,0.0,55.0,55.0,venta,departamento
4991271,"Manuel Antonio Tocornal/Sta Victoria, Santiago",1D/1B,2344.0,0.0,39.0,55.0,venta,departamento
3589072,"Arturo Prat / Santiago, Santiago",2D/1B,2345.0,0.0,45.0,47.0,venta,departamento
5037049,"Brisas Del Maipo 0570, La Cisterna, La Cisterna",3D/2B,2345.0,0.0,60.0,64.0,venta,departamento
4795724,"DIECIOCHO 715, Santiago",1D/1B,2345.0,0.0,40.0,40.0,venta,departamento
4786840,"Maruri 639, Independencia",2D/1B,2347.0,0.0,46.0,46.0,venta,departamento
4309434,"Av. Independencia / Av. Américo Vespucio, Conchalí",3D/1B,2347.0,0.0,67.0,67.0,venta,departamento
4776521,"Manuel Antonio Matta / Arturo Prat, Quilicura",2D/2B,2348.0,0.0,59.0,120.0,venta,departamento
4955985,"AMUNATEGUI CON HUERFANOS, Santiago",1D/1B,2349.0,0.0,40.0,120.0,venta,departamento
4955986,"HUERFANOS CON AMUNATEGUI, Santiago",1D/1B,2349.0,0.0,40.0,120.0,venta,departamento
4769764,"Santiago Centro, Alonso Ovalle - Serrano, Departamento Un Dormitorio, Un Baño Y Bodega. Se Vende., Santiago",1D/1B,2349.0,0.0,40.0,40.0,venta,departamento
4767377,"METRO QUINTA NORMAL/CATEDRAL/ MAIPU, Santiago",2D/2B,2350.0,0.0,55.0,40.0,venta,departamento
4770412,"Metro Ñuble - Santa Elena/Ñuble, Santiago",1D/1B,2350.0,0.0,29.0,29.0,venta,departamento
4769200,"Chacabuco / Mapocho, Santiago",3D/2B,2350.0,0.0,52.0,54.0,venta,departamento
4760199,"Av. Hipódromo 1876, Piso 22, Independenc, Independencia",1D/1B,2350.0,0.0,33.0,38.0,venta,departamento
4760637,"Parque Almagro, Santiago",2D/1B,2350.0,0.0,34.0,34.0,venta,departamento
4743506,"Metro Toesca, Santiago",2D/2B,2350.0,0.0,40.0,41.0,venta,departamento
4759370,"Hermanos Amunátegui 695 - Departamento 98, Santiago",1D/1B,2350.0,0.0,33.0,36.0,venta,departamento
4608042,"Depto 2D/1B Con Bodega, REMODELADO Y Amoblado, Todo NUEVO. San Diego/Victoria, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4542911,"San Diego / Pedro Lagos, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4455009,"Depto. Remodelado Y Amoblado De 2 D + 1 B Y Bodega, En San Diego Con Victoria. A 5 Cuadras De Metro Parque O'Higgins., Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4484906,"Morande / Santo Domingo, Santiago",1D/1B,2350.0,0.0,35.0,37.0,venta,departamento
4497620,"EN VENTA 1D/1B CON BODEGA - AMOBLADO, Santiago",1D/1B,2350.0,0.0,34.0,37.0,venta,departamento
4696080,"Metro Moneda - Lord Cochrane 181 - Paseo Bulnes, Santiago",1D/1B,2350.0,0.0,35.0,38.0,venta,departamento
5036842,"ZENTENO / ALONSO DE OVALLE / METRO U. DE, Santiago",1D/1B,2350.0,0.0,34.0,34.0,venta,departamento
5037084,"Titan/Las Rejas Sur, Estación Central",2D/1B,2350.0,0.0,50.0,53.0,venta,departamento
5034769,"METRO CUIDAD DEL NIÑO, San Miguel",1D/1B,2350.0,0.0,39.0,41.0,venta,departamento
5035220,"Metro Ñuble, Padre Orellana, Maule, Santiago",2D/1B,2350.0,0.0,40.0,43.0,venta,departamento
5015945,"Santa Elena Con Ñuble, Santiago",1D/1B,2350.0,0.0,28.0,28.0,venta,departamento
5005812,"Metro Vicuña Mackenna, La Florida",2D/2B,2350.0,0.0,45.29,52.01,venta,departamento
5002742,"Edificio Nueva Santa Elena - Maule/Padre, Santiago",1D/1B,2350.0,0.0,30.0,52.01,venta,departamento
5009168,"METRO SANTA LUCIA / JOSE ANTONIO TOCORNAL / OPENHOUSSE, Santiago",1D/1B,2350.0,0.0,30.92,33.14,venta,departamento
5009169,"METRO SANTA ISABEL / TOCORNAL / OPEN HOUSSE, Santiago",1D/1B,2350.0,0.0,31.0,33.0,venta,departamento
4767377,"METRO QUINTA NORMAL/CATEDRAL/ MAIPU, Santiago",2D/2B,2350.0,0.0,55.0,33.0,venta,departamento
4770412,"Metro Ñuble - Santa Elena/Ñuble, Santiago",1D/1B,2350.0,0.0,29.0,29.0,venta,departamento
4769200,"Chacabuco / Mapocho, Santiago",3D/2B,2350.0,0.0,52.0,54.0,venta,departamento
4760199,"Av. Hipódromo 1876, Piso 22, Independenc, Independencia",1D/1B,2350.0,0.0,33.0,38.0,venta,departamento
4760637,"Parque Almagro, Santiago",2D/1B,2350.0,0.0,34.0,34.0,venta,departamento
4743506,"Metro Toesca, Santiago",2D/2B,2350.0,0.0,40.0,41.0,venta,departamento
4759370,"Hermanos Amunátegui 695 - Departamento 98, Santiago",1D/1B,2350.0,0.0,33.0,36.0,venta,departamento
4608042,"Depto 2D/1B Con Bodega, REMODELADO Y Amoblado, Todo NUEVO. San Diego/Victoria, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4542911,"San Diego / Pedro Lagos, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4455009,"Depto. Remodelado Y Amoblado De 2 D + 1 B Y Bodega, En San Diego Con Victoria. A 5 Cuadras De Metro Parque O'Higgins., Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4484906,"Morande / Santo Domingo, Santiago",1D/1B,2350.0,0.0,35.0,37.0,venta,departamento
4497620,"EN VENTA 1D/1B CON BODEGA - AMOBLADO, Santiago",1D/1B,2350.0,0.0,34.0,37.0,venta,departamento
4696080,"Metro Moneda - Lord Cochrane 181 - Paseo Bulnes, Santiago",1D/1B,2350.0,0.0,35.0,38.0,venta,departamento
4961318,"Rosas 2082, Santiago",2D/1B,2350.0,0.0,41.0,41.0,venta,departamento
4970299,"Erasmo Escala 1981, Santiago",1D/1B,2350.0,0.0,35.0,35.0,venta,departamento
4971506,"Departamento En Metro Parque Almagro, Santiago",2D/1B,2350.0,0.0,35.0,35.0,venta,departamento
4979508,"GRAN AVENIDA / METRO CIUDAD DEL NIÑO, San Miguel",1D/1B,2350.0,0.0,30.0,30.0,venta,departamento
4979037,"Depto. Recién Remodelado Con 2D + 1B Y Terraza. A Pasos Del Metro Las Rejas., Estación Central",2D/1B,2350.0,0.0,50.0,53.0,venta,departamento
4944492,"San Diego/Victoria, Santiago",2D/1B,2350.0,0.0,44.0,53.0,venta,departamento
4949386,"Metro Las Rejas, Estación Central",3D/1B,2350.0,0.0,50.0,55.0,venta,departamento
5035911,"PEDRO LAGOS, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
5029739,"Dorsal 1395, Conchalí",3D/1B,2350.0,0.0,56.0,61.34,venta,departamento
5030614,"Departamento Leonor Cepeda A Pasos De Metro Hospitales, Ideal Inversionistas!! Recibe Ofertas., Independencia",2D/1B,2350.0,0.0,40.0,40.0,venta,departamento
5023428,"METRO CUIDAD DEL NIÑO, San Miguel",1D/1B,2350.0,0.0,39.0,41.0,venta,departamento
5023210,"BLANCO ENCALADA/METRO TOESCA, Santiago",1D/1B,2350.0,0.0,39.0,41.0,venta,departamento
4992859,"SAN DIEGO, NUEVO, AMOBLADO, Santiago",2D/1B,2350.0,0.0,44.0,44.0,venta,departamento
4991038,"GRAN AVENIDA/ VARGAS BUSTON, San Miguel",1D/1B,2350.0,0.0,39.0,41.0,venta,departamento
