Codigo,Direccion,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
4979696,"EXEQUIEL FERNÀNDEZ 1455, Ñuñoa",-33.46897,-70.60039,1D/1B,3083.0,0.0,40.0,44.0,venta,departamento
4938597,"SECTOR PORTAL ÑUÑOA, Ñuñoa",-33.46562,-70.60153,1D/1B,3083.0,0.0,40.0,45.0,venta,departamento
4469413,"Llano Subercaseaux / Carlos Valdovinos, San Miguel",-33.47939,-70.64897,3D/2B,3083.0,0.0,51.0,57.0,venta,departamento
4520056,"MORANDÉ / SANTO DOMINGO, Santiago",-33.43623,-70.6541,2D/2B,3083.0,0.0,60.0,60.0,venta,departamento
4490087,"Suárez Mujica, Ñuñoa",-33.45959,-70.60368,3D/1B,3083.0,0.0,80.0,80.0,venta,departamento
4680151,"Moneda / Almirante Barroso, Santiago",-33.44301,-70.66165,3D/1B,3083.0,0.0,68.0,68.0,venta,departamento
4538149,"Metro Mirador, La Florida",-33.51289,-70.60964,3D/2B,3083.0,0.0,68.0,71.0,venta,departamento
4905828,"Excelente Depto U. Catolica Metro San Joaquin, Macul",-33.50093,-70.61624,2D/2B,3083.0,0.0,58.0,58.0,venta,departamento
3938915,"LIRA/SANTA ISABEL, Santiago",-33.448,-70.64,2D/2B,3084.0,0.0,47.0,47.0,venta,departamento
4009896,"Porvenir 1022 - Departamento 407, Santiago",-33.45825,-70.64812,2D/1B,3084.0,0.0,68.0,68.0,venta,departamento
4868883,"Eyzaguirre/ San Francisco, Santiago",-33.4519,-70.646,2D/2B,3085.0,0.0,46.0,52.0,venta,departamento
4936995,"MORANDE, STO DOMINGO TERRAZA, Santiago",-33.4368,-70.6544,2D/2B,3085.0,0.0,59.0,61.0,venta,departamento
4942477,"Plaza Yungay/Metro Cumming, Santiago",-33.4397,-70.6729,3D/2B,3085.0,0.0,55.0,61.0,venta,departamento
4900991,"Metro / San Joaquin, San Joaquín",-33.50093,-70.61624,2D/2B,3085.0,0.0,58.0,61.0,venta,departamento
5034835,"Proyecto Lo Ovalle - 2D2B - La Cisterna, La Cisterna",-33.3528,-70.7404,2D/2B,3089.0,0.0,50.0,61.0,venta,departamento
5034848,"Proyecto General Freire 80 - 2D2B - La C, La Cisterna",-33.5208,-70.6586,2D/2B,3089.0,0.0,50.0,61.0,venta,departamento
4868879,"Eleuterio Ramírez/ Lord Cochrane, Santiago",-33.4503,-70.6553,1D/1B,3090.0,0.0,33.0,38.0,venta,departamento
4390839,"SANTA ISABEL / RAULI, Santiago",-33.44859,-70.63692,2D/2B,3090.0,0.0,61.0,61.0,venta,departamento
4902219,"Anibal Pinto Con Lopez De Alcazar, Independencia",-33.4133,-70.6663,3D/1B,3090.0,0.0,58.0,58.0,venta,departamento
4899313,"Rodrigo De Araya/americo Vespucio, Ñuñoa",-33.4698,-70.5776,3D/1B,3090.0,0.0,67.0,58.0,venta,departamento
4896039,"Calle Vicente Valdes Con Alonso De Ercil, La Florida",-33.5263,-70.5882,2D/2B,3095.0,0.0,60.0,65.0,venta,departamento
4949388,"EXEQUIEL FERNANDEZ - MALL PORTAL ÑUÑOA, Ñuñoa",-33.4698,-70.60081,2D/1B,3096.0,0.0,52.0,60.0,venta,departamento
4396020,"Av. Portugal / Porvenir, Santiago",-33.45499,-70.63378,3D/2B,3096.0,0.0,90.0,90.0,venta,departamento
4799707,"A PASOS DE METRO TOESCA, Santiago",-33.4542,-70.6565,2D/2B,3098.0,0.0,50.0,53.0,venta,departamento
4915935,"Dpto. Santiago | Proyecto Céntrico | Inm, Santiago",-33.4456,-70.6404,1D/1B,3099.0,0.0,33.0,37.0,venta,departamento
4690669,"Irarrázaval / Manuel Montt, Ñuñoa",-33.45347,-70.61285,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4793832,"Dublé Almeyda / Capítan Fuentes, Ñuñoa",-33.4545,-70.61527,1D/1B,3100.0,0.0,35.2,39.1,venta,departamento
4471654,"San Eugenio, Ñuñoa",-33.46401,-70.62475,2D/1B,3100.0,0.0,49.0,49.0,venta,departamento
2596508,"Metro Ñuble, Ñuñoa",-33.46495,-70.62429,2D/1B,3100.0,0.0,40.0,45.0,venta,departamento
5034724,"Liberta/Esperanza/Mapocho, Santiago",-33.43022,-70.67527,3D/1B,3100.0,0.0,68.0,70.0,venta,departamento
5032871,"Santa Elena, San Joaquín",-33.4756,-70.6271,2D/1B,3100.0,0.0,60.0,60.0,venta,departamento
4980393,"Américo Vespucio/Avenida Macul, Macul",-33.48941,-70.59999,3D/2B,3100.0,0.0,72.0,60.0,venta,departamento
4607544,"Froilán Lagos Sepúlveda / Av. Americo Vespucio, La Florida",-33.51405,-70.59353,2D/2B,3100.0,0.0,45.0,50.0,venta,departamento
4690669,"Irarrázaval / Manuel Montt, Ñuñoa",-33.45347,-70.61285,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4793832,"Dublé Almeyda / Capítan Fuentes, Ñuñoa",-33.4545,-70.61527,1D/1B,3100.0,0.0,35.2,39.1,venta,departamento
4471654,"San Eugenio, Ñuñoa",-33.46401,-70.62475,2D/1B,3100.0,0.0,49.0,49.0,venta,departamento
2596508,"Metro Ñuble, Ñuñoa",-33.46495,-70.62429,2D/1B,3100.0,0.0,40.0,45.0,venta,departamento
5034724,"Liberta/Esperanza/Mapocho, Santiago",-33.43022,-70.67527,3D/1B,3100.0,0.0,68.0,70.0,venta,departamento
5033281,"Tarapacá / Serrano, Santiago",-33.44712,-70.64875,2D/2B,3100.0,0.0,43.0,49.0,venta,departamento
5018605,Santiago,-33.44921,-70.67021,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
5039362,"Cercano A Metro Santa Ana, Santiago",-33.43699,-70.65803,1D/1B,3100.0,0.0,45.0,55.0,venta,departamento
5039721,"A Pasos De Metro Ñuble, Santiago",-33.466,-70.6298,2D/1B,3100.0,0.0,44.0,46.0,venta,departamento
5039841,"Avenida Ejército Libertador 520, Santiago",-33.45342,-70.66014,2D/2B,3100.0,0.0,50.0,50.0,venta,departamento
5041658,"Huerfanos / Santa Lucia, Santiago",-33.43874,-70.64478,1D/1B,3100.0,0.0,40.0,42.0,venta,departamento
4810342,"Dieciocho 718, Santiago",-33.45473,-70.6575,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
4765589,"José Miguel Carrera 298, Santiago",-33.45122,-70.66321,1D/1B,3100.0,0.0,35.0,38.0,venta,departamento
4766297,"Radal 0, Santiago",-33.45587,-70.70138,2D/2B,3100.0,0.0,61.0,65.0,venta,departamento
4755363,"Plaza De Armas - Morandé /General Macken, Santiago",-33.4333,-70.6543,3D/2B,3100.0,0.0,71.0,71.0,venta,departamento
4747067,"Barrio Londres - Metro Parque Almagro, Santiago",-33.4481,-70.651,2D/2B,3100.0,0.0,41.0,42.0,venta,departamento
4438819,"Metro Santa Isabel Y Metro Universidad Católica, Santiago",-33.44899,-70.63849,2D/2B,3100.0,0.0,60.0,64.0,venta,departamento
4486482,"Huérfanos / Teatinos, Santiago",-33.44021,-70.65657,2D/2B,3100.0,0.0,48.0,50.0,venta,departamento
4445945,"Merced / Mac Iver, Santiago",-33.43785,-70.64681,2D/2B,3100.0,0.0,60.0,68.0,venta,departamento
4449382,"METRO TOESCA, Santiago",-33.45288,-70.66034,2D/2B,3100.0,0.0,50.0,50.0,venta,departamento
4626806,"Carmen 1153 - Departamento 1404, Santiago",-33.45823,-70.63946,2D/1B,3100.0,0.0,50.0,52.0,venta,departamento
4936823,"Oportunidad, Recién Remodelado Y Equipado Sin Uso Cerca Parque Almagro Santiago Centro, Santiago",-33.45448,-70.65659,2D/2B,3100.0,0.0,50.0,50.0,venta,departamento
4931768,"Santa Victoria / Lira, Santiago",-33.4479,-70.63818,2D/2B,3100.0,0.0,50.0,52.0,venta,departamento
4956013,"Huérfanos / Metro Bellas Artes, Santiago",-33.4387,-70.645,1D/1B,3100.0,0.0,40.0,42.0,venta,departamento
4986978,"CARMEN MARIPOSA CON EST BOD, Santiago",-33.4499,-70.6419,2D/2B,3100.0,0.0,70.0,73.0,venta,departamento
4986356,"Bandera Con General Mackenna, Santiago",-33.4386,-70.6525,2D/2B,3100.0,0.0,48.0,52.0,venta,departamento
4980422,"Metro Santa Ana/San Martin, Santiago",-33.4333,-70.6598,2D/1B,3100.0,0.0,49.0,52.0,venta,departamento
4927244,"Froilán Lagos Sepúlveda 1500, La Florida, La Florida",-33.51402,-70.59518,2D/1B,3100.0,0.0,45.0,51.0,venta,departamento
4737931,"Walker Martinez 3350, La Florida",-33.52227,-70.55968,3D/2B,3100.0,0.0,68.0,72.0,venta,departamento
4870338,"Avenida Vicuña Mackenna Oriente 6187, La Florida",-33.5121,-70.60817,2D/2B,3100.0,0.0,70.0,76.0,venta,departamento
4978954,"TOABALABA-WALKER ,MARTINEZ- TOTTUS, La Florida",-33.52198,-70.55645,3D/2B,3100.0,0.0,54.0,54.0,venta,departamento
4731944,"OPORTUNIDAD!!! BAJA DE PRECIO... / Y SE ACEPTAN OFERTAS, San Miguel",-33.50967,-70.65967,2D/2B,3100.0,0.0,59.0,59.0,venta,departamento
4830892,"Vargas Buston 935 - Departamento 1201, San Miguel",-33.50811,-70.65244,2D/2B,3100.0,0.0,65.0,76.0,venta,departamento
4845787,"Lazo / Autopista Central, San Miguel",-33.49777,-70.6622,2D/2B,3100.0,0.0,60.0,63.0,venta,departamento
4863183,"Gran Avenida Con Salesianos, San Miguel",-33.49274,-70.65169,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4863195,"Gran Avenida Con Salesianos, San Miguel",-33.50591,-70.6573,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4690669,"Irarrázaval / Manuel Montt, Ñuñoa",-33.45347,-70.61285,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4793832,"Dublé Almeyda / Capítan Fuentes, Ñuñoa",-33.4545,-70.61527,1D/1B,3100.0,0.0,35.2,39.1,venta,departamento
4471654,"San Eugenio, Ñuñoa",-33.46401,-70.62475,2D/1B,3100.0,0.0,49.0,49.0,venta,departamento
2596508,"Metro Ñuble, Ñuñoa",-33.46495,-70.62429,2D/1B,3100.0,0.0,40.0,45.0,venta,departamento
5034724,"Liberta/Esperanza/Mapocho, Santiago",-33.43022,-70.67527,3D/1B,3100.0,0.0,68.0,70.0,venta,departamento
5033281,"Tarapacá / Serrano, Santiago",-33.44712,-70.64875,2D/2B,3100.0,0.0,43.0,49.0,venta,departamento
5018605,Santiago,-33.44921,-70.67021,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
5039362,"Cercano A Metro Santa Ana, Santiago",-33.43699,-70.65803,1D/1B,3100.0,0.0,45.0,55.0,venta,departamento
5039721,"A Pasos De Metro Ñuble, Santiago",-33.466,-70.6298,2D/1B,3100.0,0.0,44.0,46.0,venta,departamento
4829479,"Calle 18 719 - Departamento 719, Santiago",-33.46454,-70.64234,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
4816912,"Metro Toesca. Departamernto Mariposa. Impecable!, Santiago",-33.45493,-70.65686,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
4824191,"Tocornal / Santa Isabel, Santiago",-33.47943,-70.63253,2D/1B,3100.0,0.0,57.0,67.0,venta,departamento
4823075,"Dieciocho 715, Santiago",-33.45493,-70.65686,2D/2B,3100.0,0.0,50.0,54.0,venta,departamento
4852838,"Proyecto My Place - 2D2B - Santiago, Santiago",-33.4497,-70.636,2D/2B,3100.0,0.0,56.0,54.0,venta,departamento
4856731,Santiago,-33.4489,-70.6693,2D/2B,3100.0,0.0,50.0,53.0,venta,departamento
4927244,"Froilán Lagos Sepúlveda 1500, La Florida, La Florida",-33.51402,-70.59518,2D/1B,3100.0,0.0,45.0,51.0,venta,departamento
4737931,"Walker Martinez 3350, La Florida",-33.52227,-70.55968,3D/2B,3100.0,0.0,68.0,72.0,venta,departamento
4870338,"Avenida Vicuña Mackenna Oriente 6187, La Florida",-33.5121,-70.60817,2D/2B,3100.0,0.0,70.0,76.0,venta,departamento
4978954,"TOABALABA-WALKER ,MARTINEZ- TOTTUS, La Florida",-33.52198,-70.55645,3D/2B,3100.0,0.0,54.0,54.0,venta,departamento
4731944,"OPORTUNIDAD!!! BAJA DE PRECIO... / Y SE ACEPTAN OFERTAS, San Miguel",-33.50967,-70.65967,2D/2B,3100.0,0.0,59.0,59.0,venta,departamento
4830892,"Vargas Buston 935 - Departamento 1201, San Miguel",-33.50811,-70.65244,2D/2B,3100.0,0.0,65.0,76.0,venta,departamento
4845787,"Lazo / Autopista Central, San Miguel",-33.49777,-70.6622,2D/2B,3100.0,0.0,60.0,63.0,venta,departamento
4863183,"Gran Avenida Con Salesianos, San Miguel",-33.49274,-70.65169,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
4863195,"Gran Avenida Con Salesianos, San Miguel",-33.50591,-70.6573,1D/1B,3100.0,0.0,38.0,38.0,venta,departamento
5023463,"Avenida Antonio Matta, Ñuñoa",-33.4552,-70.6296,2D/2B,3100.0,0.0,54.0,58.0,venta,departamento
5025656,"Seminario 855, Ñuñoa",-33.45303,-70.62698,1D/1B,3100.0,0.0,42.0,37.0,venta,departamento
4760881,"Avenida Macul Con Quillin, Macul",-33.48941,-70.59999,2D/2B,3100.0,0.0,48.0,51.0,venta,departamento
4551547,"Los Plátanos 3858, Macul",-33.48239,-70.59237,3D/2B,3100.0,0.0,60.0,67.0,venta,departamento
4711662,"Metro Las Torres, Macul",-33.48684,-70.60383,2D/2B,3100.0,0.0,63.21,63.21,venta,departamento
4155842,"VICUÑA MACKENNA - METRO CARLOS VALDOVINO, San Joaquín",-33.4878,-70.6188,2D/2B,3100.0,0.0,52.0,55.0,venta,departamento
5032871,"Santa Elena, San Joaquín",-33.4756,-70.6271,2D/1B,3100.0,0.0,60.0,60.0,venta,departamento
4980393,"Américo Vespucio/Avenida Macul, Macul",-33.48941,-70.59999,3D/2B,3100.0,0.0,72.0,60.0,venta,departamento
4607544,"Froilán Lagos Sepúlveda / Av. Americo Vespucio, La Florida",-33.51405,-70.59353,2D/2B,3100.0,0.0,45.0,50.0,venta,departamento
5041256,"Tristán Valdés 111, Maipú",-33.50556,-70.75623,3D/2B,3104.0,0.0,74.0,74.0,venta,departamento
4782376,"Depto. Metro Cerro Blanco 2D|2B|1E|1B, Santiago",-33.42314,-70.63947,2D/2B,3105.0,0.0,67.0,70.0,venta,departamento
4852862,"Proyecto Revelacion - 2D1B - Santiago Ce, Santiago",-33.4499,-70.6366,2D/1B,3107.0,0.0,67.0,70.0,venta,departamento
4612948,"Santa Rosa 202, Santiago",-33.44322,-70.64622,3D/2B,3107.0,0.0,67.0,69.0,venta,departamento
4970006,"Club Hípico / Parque O'higgins, Santiago",-33.4629,-70.6648,3D/2B,3108.0,0.0,62.0,66.0,venta,departamento
5039164,"Venta Departamento Dos Dormitorios, Metro Toesca. Estacionamiento, Excelente Conectividad, Santiago",-33.45337,-70.65708,2D/2B,3108.0,0.0,50.0,53.29,venta,departamento
4945070,"Venta Departamento Dos Dormitorios, Metro Toesca. Estacionamiento, Excelente Conectividad, Santiago",-33.45337,-70.65708,2D/2B,3108.0,0.0,50.0,53.29,venta,departamento
4639129,"Calle San Ignacio 1372 - Departamento 1402, Santiago",-33.46401,-70.655,3D/2B,3109.0,0.0,68.76,73.48,venta,departamento
4774584,"San Francisco 632 - Departamento 8, Santiago",-33.45253,-70.64618,2D/2B,3109.0,0.0,61.0,122.0,venta,departamento
5025015,"San Eugenio - Metro Ñuble, Ñuñoa",-33.46204,-70.62526,3D/2B,3109.0,0.0,70.0,75.0,venta,departamento
4225385,"San Martín / San Pablo / Parque De Los Reyes / Metro Santa Ana Y Metro Calicanto, Santiago",-33.43395,-70.65859,2D/2B,3110.0,0.0,50.0,55.0,venta,departamento
5040022,"Metro Santa Ana - Av. Brasil, Santiago",-33.4349,-70.6651,3D/2B,3110.0,0.0,71.0,74.0,venta,departamento
5017657,"AMUNÁTEGUI, CON BODEGA, Santiago",-33.4346,-70.6575,2D/2B,3110.0,0.0,60.0,65.0,venta,departamento
5019799,"BRASIL, Santiago",-33.433,-70.6649,3D/2B,3110.0,0.0,70.0,70.0,venta,departamento
4941563,"Condor / Lord Cochrane, Santiago",-33.45119,-70.65431,2D/1B,3110.0,0.0,48.0,51.32,venta,departamento
4999676,"Venta Departamento Ñuñoa Tres Dormitorios, Ñuñoa",-33.46554,-70.62003,3D/2B,3110.0,0.0,90.0,90.0,venta,departamento
4944495,"Santa Isabel/Santa Victoria, Santiago",-33.4489,-70.6418,2D/2B,3110.0,0.0,48.0,90.0,venta,departamento
4987964,"METRO LA MONEDA, COCINA CERRADA, Santiago",-33.4482,-70.6549,3D/2B,3110.0,0.0,68.0,68.0,venta,departamento
5016879,"Walker Martínez / Colombia, La Florida",-33.52261,-70.58949,2D/2B,3110.0,0.0,54.0,58.0,venta,departamento
5008770,"HUERFANOS/AMUNATEGUI, Santiago",-33.4404,-70.6567,2D/2B,3111.0,0.0,51.0,53.0,venta,departamento
5007991,"San Ignacio - Moneda, Santiago - Departamento 999, Santiago",-33.44889,-70.66927,3D/2B,3111.0,0.0,90.0,90.0,venta,departamento
4988649,"Cóndor / Lord Cochrane, Santiago",-33.45125,-70.65389,2D/1B,3111.0,0.0,49.0,52.0,venta,departamento
5008101,"Avenida Macul 2470, Macul",-33.47751,-70.59889,2D/2B,3111.0,0.0,60.0,64.0,venta,departamento
4786836,"Angamos / Marin, Santiago",-33.4461,-70.63885,2D/2B,3111.0,0.0,63.0,65.0,venta,departamento
